word	age of acquisition	concreteness
keukengerief	8.33	4.33
keukenhulp	9.50	3.40
keukenkast	6.05	4.40
keukenmeid	8.72	4.13
keukenmes	7.67	4.67
keukenpapier	7.89	4.60
keukenrobot	11.00	4.67
keukenrol	6.33	4.87
keukenstoel	7.28	4.40
keukentafel	6.33	4.73
keur	9.05	2.17
keuring	10.50	2.53
keurkorps	13.08	2.91
keurmerk	11.78	2.60
keurslijf	12.74	3.25
keurtroepen	11.92	3.20
keutel	7.56	4.79
keutelen	10.15	3.27
keuterboer	11.40	2.83
keuvelen	11.53	2.57
keuze	7.83	2.00
keuzevak	12.89	2.40
keyboard	10.75	4.80
kibbelen	8.39	3.33
kibboets	12.57	3.71
kicken	11.35	3.13
kidnappen	9.00	3.00
kidnapper	8.67	3.20
kidnapping	9.44	3.07
kieken	7.06	3.73
kiekendief	9.73	4.07
kiekje	9.17	3.40
kielhalen	12.33	2.90
kielzog	11.57	2.50
kiemvrij	12.95	2.23
kien	13.33	2.13
kienen	11.20	3.00
kiepen	9.00	3.18
kieperen	7.90	3.33
kierewiet	8.44	1.71
kiesdistrict	13.65	1.80
kieskauwen	11.00	3.00
kieskauwer	12.63	2.57
kiespijn	7.83	3.60
kiesrecht	12.22	2.00
kiesschijf	10.60	4.83
kiestoon	10.16	4.07
kietelen	5.44	3.93
kieuw	9.17	4.13
kievit	11.64	4.42
kiezel	7.10	4.73
kiezelsteen	7.72	4.53
kiezer	10.44	3.13
kift	10.50	3.25
kiften	11.40	2.00
kijk	4.11	3.00
kijkbuis	8.83	4.21
kijkcijfer	10.67	2.60
kijkcijfers	10.40	2.93
kijkdoos	7.78	3.73
kijker	7.28	4.00
kijkgeld	11.00	2.23
kijkje	7.20	2.57
kijven	9.50	3.31
kik	8.63	2.85
kikken	9.33	2.45
kikkerdril	7.72	4.53
kikkerland	8.42	2.50
kikkervis	8.00	4.53
kikkervisje	6.94	4.60
kikvors	10.47	4.36
kikvorsman	12.08	4.00
killen	11.14	2.67
kilobyte	13.24	2.71
kilogram	7.30	3.33
kilometer	8.00	3.33
kilt	9.56	4.64
kilte	10.22	2.87
kim	9.89	2.40
kimono	10.39	4.60
kinderarts	8.17	3.67
kinderbed	6.83	4.40
kinderboek	5.85	4.53
kindergeld	11.17	3.07
kinderhand	8.11	3.87
kinderjaren	8.17	2.13
kinderjuf	7.30	4.20
kinderkamer	6.22	3.93
kinderkribbe	9.24	4.07
kinderlijk	8.00	1.93
kinderlokker	10.00	2.80
kinderloos	8.89	2.60
kindermeisje	9.39	4.00
kinderoppas	7.22	3.80
kinderopvang	7.10	3.60
kinderrijk	9.44	2.36
kinderspel	8.89	2.87
kinderstoel	6.33	4.60
kindertehuis	9.10	3.53
kindertijd	7.78	2.00
kinderwagen	7.39	4.53
kinderziekte	9.11	2.47
kinderzitje	7.45	4.73
kinds	8.72	2.00
kindsdeel	12.23	1.83
kindsoldaat	10.67	3.93
kinesist	12.10	3.87
kinesitherapie	11.22	2.87
kinesthetisch	13.82	1.50
kinetisch	13.28	1.92
kinine	14.27	3.56
kinkel	11.21	2.33
kinkhoest	12.65	3.53
kinky	13.22	2.13
kinnebak	7.65	3.85
kipkap	8.73	4.45
kiplekker	10.11	2.20
kippenhok	6.39	4.27
kippenpoot	7.10	4.60
kippenren	8.33	4.86
kippensoep	7.39	4.67
kippenvel	7.89	4.00
kippenvlees	7.10	4.33
kippig	11.14	2.20
kipsalade	9.22	4.60
kirren	10.85	3.58
kirsch	12.36	3.14
kiskassen	15.00	1.20
kissebissen	11.67	2.00
kisten	9.22	3.43
kistje	5.55	4.73
kistkalf	15.50	3.60
kit	10.94	4.07
kitchenette	12.80	4.07
kits	9.94	1.46
kitscherig	12.35	2.60
kittelaar	13.00	4.71
kittelorig	14.50	2.43
kittig	10.77	2.09
klaaglijk	10.86	2.07
klaagzang	12.17	2.53
klaarblijkelijk	11.94	1.13
klaarheid	10.79	2.27
klaarkomen	12.17	3.93
klaarleggen	8.50	2.93
klaarlicht	8.82	3.27
klaarliggen	7.15	2.87
klaarmaken	6.39	2.53
klaarover	10.00	1.90
klaarspelen	9.33	2.27
klaarstaan	6.80	2.47
klaarstomen	10.94	2.07
klaarwakker	8.50	2.53
klaarzetten	7.33	3.47
klaas	7.91	2.80
klad	8.33	3.00
kladblad	7.83	4.20
kladblok	8.94	4.33
kladden	6.75	3.47
kladderen	7.61	3.21
klagerig	9.89	2.53
klak	7.93	4.60
klakkeloos	9.90	1.47
klakken	9.15	3.64
klamboe	13.14	4.14
klamp	10.29	3.13
klampen	9.20	3.07
klandestien	14.81	1.58
klandizie	13.58	2.30
klankbord	11.47	3.62
klankkast	10.58	4.27
klankkleur	11.18	1.93
klantvriendelijk	10.39	2.20
klapband	10.06	4.07
klaploper	12.00	2.91
klappei	15.00	4.60
klapper	10.27	3.42
klapperen	9.11	3.50
klappertanden	8.10	4.00
klappertje	10.30	4.22
klaproos	7.50	4.67
klapstoel	9.00	4.73
klapstuk	12.18	3.31
klapwieken	11.60	2.78
klapzoen	9.75	3.67
klaren	10.56	2.23
klarinet	9.10	4.80
klarinettist	10.22	4.53
klaroen	13.14	5.00
klasbak	11.25	2.55
klasgenoot	6.05	3.80
klasgenote	6.17	3.40
klaslokaal	6.17	4.20
klassebak	10.86	3.07
klassement	10.55	2.67
klasseren	10.44	2.93
klassiek	9.39	1.80
klassieken	10.82	2.43
klassieker	9.25	2.00
klassikaal	8.17	2.40
klateren	9.50	2.67
klatergoud	12.43	2.91
klauteren	7.26	3.64
klauwhamer	12.00	4.73
klauwzeer	12.71	2.82
klavecimbel	11.67	4.71
klavecinist	11.67	2.43
klaverblad	9.39	4.60
klaveren	9.75	4.31
klaverjassen	11.00	2.71
klavertje	6.53	4.67
klavier	9.44	4.80
kledder	9.18	2.63
kledderen	9.60	2.85
klederdracht	9.75	3.00
kledij	5.61	4.53
kledingstuk	7.61	4.20
kledingzaak	9.33	4.13
kleedje	5.45	4.80
kleedkamer	6.61	4.07
kleedster	9.83	3.50
kleerhanger	8.61	4.80
kleerkast	6.15	4.80
kleermaker	7.94	4.07
kleermakerszit	5.53	4.33
klefferig	11.00	2.77
kleien	8.53	4.50
kleinburgerlijk	13.71	1.57
kleindochter	7.78	2.93
kleineren	10.78	2.53
kleingeestig	12.11	1.67
kleingeld	7.00	4.13
kleinhartig	12.22	1.67
kleinigheid	9.17	2.13
kleinkind	6.75	3.47
kleinkinderen	6.83	3.27
kleinkunst	11.88	2.08
kleinood	12.42	2.25
kleinschalig	10.65	2.20
kleinsteeds	13.10	1.60
kleintje	6.56	3.27
kleinvee	10.44	3.86
kleinzerig	9.10	2.33
kleinzielig	11.56	1.73
kleinzoon	7.72	3.33
klembord	9.67	4.20
klemmend	10.20	3.20
klemtoon	9.56	2.80
klepel	10.50	4.54
kleppen	8.88	4.29
klepper	9.44	2.62
klepperen	9.76	2.58
kleptomaan	12.67	3.21
kleptomanie	12.59	1.71
klerelijer	12.50	2.50
kleren	4.39	4.33
klerezooi	11.07	1.80
klerikaal	11.91	2.25
klerk	12.09	3.67
klessebessen	10.33	3.00
klets	6.56	4.00
kletskoek	9.17	2.07
kletskop	7.89	3.87
kletskous	6.25	2.47
kletsmajoor	11.36	2.67
kletsmeier	11.50	3.60
kletspraat	9.53	2.33
kletstante	7.74	2.60
kletteren	9.33	3.64
kleumen	11.00	2.67
kleurboek	4.94	4.60
kleurdoos	5.40	4.20
kleurenblind	9.11	2.87
kleurig	9.11	2.87
kleurkrijt	7.00	4.73
kleurling	11.15	3.87
kleurpotlood	4.56	4.93
kleurstof	9.72	3.87
kleurtje	5.33	3.47
kleuterklas	4.15	3.47
kleuters	5.17	4.20
kleutertuin	6.53	3.93
klever	8.18	4.00
kleverig	7.90	3.53
klewang	12.00	5.00
kliederen	8.76	3.46
kliekje	9.29	3.50
klieren	10.15	4.27
klieven	11.91	3.54
klikspaan	7.83	2.73
klimaatgebied	11.56	2.00
klimmer	7.53	3.93
klimop	8.00	4.79
klimplant	9.06	4.33
klimrek	6.35	4.87
klimtouw	7.65	4.27
kling	10.44	3.33
klingelen	9.94	3.62
kliniek	8.28	3.87
klinisch	13.00	2.07
klinkaard	11.40	2.33
klinker	8.61	3.60
klinkklaar	11.18	1.58
klinknagel	12.00	3.92
klipper	10.91	3.88
klis	12.11	2.89
klissen	12.42	2.90
klisteren	12.57	2.83
klit	9.25	4.36
klitten	10.00	3.40
klittenband	11.06	4.69
klodder	7.71	3.77
klodderen	7.78	2.92
kloekmoedig	12.55	1.75
kloffie	12.20	4.50
klokhuis	8.00	4.60
klokje	4.95	4.53
klokken	6.33	4.40
klokkenspel	10.39	4.40
klokkenstoel	10.14	4.10
klokkentoren	7.45	4.73
klokslag	6.83	3.40
klompen	7.88	4.80
klompvoet	12.44	3.82
klonen	11.80	2.67
klont	8.53	3.92
klonter	9.28	4.27
klonteren	9.71	3.80
klonterig	9.35	3.53
klontje	6.56	4.64
klooien	12.13	2.40
kloon	10.94	3.40
kloosterling	9.90	3.20
klopgeest	9.06	2.86
klopjacht	11.39	2.40
klopper	9.24	4.60
klos	8.94	3.82
klossen	10.73	3.69
klote	10.17	1.67
klotefilm	10.35	2.67
kloterig	11.05	1.93
kloterij	9.78	2.20
klotsen	9.63	3.73
kluchtig	11.27	2.21
kluif	9.16	3.57
kluister	11.13	2.57
kluisteren	12.12	2.36
kluiven	10.14	3.00
kluizenaar	10.70	3.20
klunen	10.00	2.33
klungel	8.94	2.27
klungelen	9.28	3.27
klungelig	8.40	2.40
kluns	8.11	2.67
klunzen	10.31	2.53
klunzig	9.44	2.60
kluppelen	13.00	2.75
klusjesman	8.22	3.60
klusser	9.89	3.40
kluut	10.60	4.63
klysma	13.50	2.67
knaagdier	7.89	4.33
knaak	11.00	3.17
knaapje	9.00	2.87
knabbelen	6.42	4.40
knak	8.39	3.46
knakken	9.44	3.60
knakker	8.67	2.56
knakworst	7.61	4.73
knalfeest	8.89	3.47
knalgeel	7.89	3.87
knaller	9.11	2.80
knalpijp	10.50	4.00
knalpot	11.31	4.23
knalrood	7.78	3.87
knappen	9.69	3.62
knapperd	8.35	2.80
knapperen	9.93	2.90
knapperig	9.56	3.67
knapzak	8.73	3.57
knar	10.38	2.89
knarsen	9.56	3.93
knarsetanden	9.00	4.07
knauw	9.90	2.89
knauwen	8.59	3.27
knechten	8.50	3.53
knekel	13.86	4.56
knel	9.29	2.93
knelpunt	10.85	2.33
knerpen	9.20	3.40
knersen	11.58	2.69
knetteren	9.39	3.73
knettergek	7.55	2.07
kneus	10.71	2.67
kneusje	11.44	2.83
kneuterig	11.88	2.40
kneuzen	9.30	3.07
kneuzing	9.22	4.07
knevel	11.00	4.36
knevelen	11.43	3.14
knibbelen	9.71	2.44
kniebuiging	9.00	3.73
knieën	5.33	4.73
knieholte	8.50	4.67
kniekous	8.60	4.73
knieschijf	10.06	4.67
kniesoor	11.14	2.56
knieval	9.12	4.29
kniezen	11.50	2.60
kniezerig	12.87	2.00
knijp	6.61	4.07
knijper	8.44	4.20
knijpkat	12.00	5.00
knijptang	9.89	4.87
knikkebollen	9.76	3.20
knikker	5.94	4.93
knikkeren	5.95	4.07
knikkers	5.67	4.80
knipbeurt	9.06	4.00
knipkaart	10.06	4.00
knipmes	9.67	4.47
knipogen	7.22	4.53
knipper	8.78	4.27
knipperen	7.44	4.20
knipperlicht	8.11	4.73
knipsel	8.67	3.87
kniptang	9.17	4.80
knisperen	10.06	3.14
knobbelig	8.80	4.00
knoedel	13.86	3.75
knoeiboel	7.28	2.33
knoeier	8.28	2.93
knoeipot	7.70	2.62
knoeiwerk	8.61	2.87
knoeper	10.67	3.00
knoert	12.09	2.55
knoest	11.67	3.00
knoestig	12.54	2.92
knoet	11.55	4.14
knoflook	9.06	4.87
knokig	11.11	2.79
knokken	9.56	3.53
knokpartij	10.39	3.93
knokploeg	11.33	2.87
knolgewas	12.15	4.50
knollentuin	10.62	4.29
knolselder	9.89	4.53
knook	10.25	4.54
knooppunt	10.85	2.87
knoopsgat	9.06	4.33
knorpot	8.72	2.87
knorren	5.83	3.93
knorrepot	8.16	2.67
knot	9.29	4.15
knotsgek	8.61	2.13
knotten	9.77	3.08
knotwilg	8.80	4.71
knowhow	13.06	1.53
knudde	10.10	2.73
knuffelbeer	5.22	4.73
knuffelbeest	4.25	4.20
knuffelen	4.72	4.27
knuist	10.56	3.71
knullig	9.72	1.93
knuppelen	9.30	4.07
knurft	11.00	2.14
knutselaar	7.17	3.60
knutselen	5.61	3.73
knutselwerk	6.55	3.87
koala	7.72	4.87
koalabeer	7.61	4.87
kobalt	13.06	4.00
kobold	11.17	4.00
koddebeier	NA	4.00
koddig	10.11	2.40
koehandel	10.71	3.00
koeienletter	7.71	3.21
koeioneren	11.41	2.53
koekeloeren	9.33	2.87
koekenpan	7.39	4.67
koekje	4.75	4.87
koekjes	4.44	4.80
koelbloedig	10.94	2.20
koelbox	7.83	4.73
koelie	12.00	3.50
koeling	8.39	3.67
koelkast	6.44	4.87
koelte	8.06	3.47
koen	10.58	2.10
koeren	8.20	2.67
koerier	10.83	3.87
koest	8.00	2.00
koesteren	10.30	2.53
koet	12.33	5.00
koeterwaals	12.33	1.86
koetsier	8.94	3.60
koetswerk	11.11	3.64
koevoet	10.06	4.27
koffie	6.14	4.53
koffiedik	11.19	3.67
koffiekan	8.06	4.87
koffieklets	8.30	2.40
koffiekoek	6.28	4.73
koffiekop	7.61	4.71
koffieleut	11.08	3.00
koffiepauze	9.55	3.20
koffiepot	6.78	4.80
koffieshop	12.39	4.53
koffietafel	9.67	4.13
koffiezet	7.74	4.53
koffiezetten	7.00	4.40
kofschip	10.41	1.93
kogelgat	9.44	4.27
kogelhuls	9.90	4.60
kogellager	14.00	4.40
kogelrond	10.89	3.69
kogelstoten	9.94	4.33
kogelvrij	9.90	3.13
koket	12.07	2.31
koketteren	13.00	2.50
kokhalzen	10.06	3.67
kokkel	12.69	4.83
kokkerellen	10.94	3.47
kokkin	7.89	3.60
kokos	8.11	4.80
kokosmelk	9.63	4.67
kokosnoot	7.94	4.87
kolchoz	15.67	1.50
kolder	11.60	2.67
kolderiek	12.44	2.00
kolen	7.94	4.67
kolenkit	10.94	3.79
kolenmijn	10.00	4.36
kolerig	10.55	2.54
kolibrie	10.39	4.53
koliek	12.80	3.25
kolk	10.14	4.07
kolken	10.42	3.64
kolkend	10.00	3.67
kolonel	10.33	3.87
koloniaal	11.83	2.00
kolonialisme	13.50	1.73
kolonie	10.94	2.67
kolonisatie	12.17	2.40
koloniseren	11.89	2.60
kolonist	12.05	3.00
kolossaal	11.00	2.53
kolven	12.12	3.58
kombuis	10.90	4.18
komediant	9.85	3.40
komedie	8.83	2.53
komeet	10.61	3.53
komfoor	10.00	3.50
komiek	10.00	3.07
komijn	14.67	4.29
komkommer	6.56	4.87
kommagetal	9.06	3.73
kommaneuker	13.93	2.00
kommer	11.00	2.58
kompaan	9.65	3.40
kompel	13.25	3.88
kompres	10.35	4.33
komst	7.44	2.00
konfijten	11.82	3.62
kongsi	NA	3.00
konijnenhok	6.70	4.73
konijnenhol	6.67	4.53
koningin	6.44	3.67
koningschap	8.94	2.80
koningshuis	8.40	2.93
koninklijk	7.83	2.73
koninkrijk	8.78	2.47
konkelen	10.00	2.73
konkelfoezen	10.56	2.87
kontlikker	11.06	2.64
konvooi	12.82	3.40
kooiker	7.00	3.40
kookboek	8.25	4.73
kookkunst	8.67	2.53
kooknat	11.94	3.69
kookpan	7.39	4.87
kookplaat	7.70	4.87
kookpot	6.33	4.80
kookpunt	10.44	3.47
kookvuur	8.39	4.60
kookwekker	8.65	4.60
koolhydraat	12.65	3.20
koolmees	8.83	4.60
koolmijn	10.06	4.80
koolraap	11.00	4.57
koolrabi	14.25	4.80
koolsla	10.56	4.73
koolstof	11.89	3.07
koolvis	11.56	4.57
koolwitje	9.36	4.29
koolzaad	12.65	4.33
koolzuur	12.50	4.00
koophuis	9.61	3.60
koopje	8.78	2.67
koopjes	9.89	3.00
koopkracht	11.39	1.80
kooplieden	10.68	3.60
kooplui	10.00	3.53
kooplust	12.12	2.20
koopman	9.78	3.13
koopvaardij	12.39	3.00
koopwaar	9.33	3.27
koopwaren	9.22	3.40
koopwoede	11.19	2.77
koopziek	10.65	1.87
koopzucht	12.06	2.20
koorddansen	8.78	4.27
koorddanser	9.33	4.47
koorknaap	9.50	3.86
koortsachtig	9.50	2.80
koortsig	8.29	2.67
koosjer	12.72	1.87
koosnaam	9.20	2.60
kootje	10.35	4.42
koperen	10.17	4.13
kopiëren	9.56	3.80
kopje	6.55	4.67
kopjeonder	6.67	3.60
koplamp	9.33	4.67
kopman	11.06	3.29
koppelbaas	11.57	2.67
koppelen	9.56	2.40
koppeling	12.33	3.53
koppelteken	10.06	4.27
koppensneller	11.93	2.42
koppigaard	9.00	2.27
koppigheid	8.83	1.80
koppijn	6.61	4.20
kopra	12.50	4.33
koprol	5.94	4.60
koprollen	6.39	4.53
kopschuw	12.13	2.00
kopstoot	8.20	4.20
kopstuk	11.44	2.64
koptelefoon	8.83	4.67
kopzorg	10.67	1.80
koraal	10.79	4.53
koraalrif	10.94	4.27
kordon	13.80	2.86
korenbloem	9.93	4.57
korenveld	8.85	4.47
korfbal	9.89	4.33
korhoen	13.86	4.33
koriander	11.50	4.71
korjaal	14.00	2.50
kornuit	12.50	3.40
korporaal	10.53	3.07
korps	11.11	3.40
korrelig	8.35	4.13
korset	10.78	4.73
kortademig	11.44	3.33
kortaf	8.50	1.87
kortbij	9.00	2.40
kortdurend	9.44	1.80
kortelings	12.56	1.54
korten	9.63	2.50
kortgeleden	9.75	1.93
kortom	9.22	1.13
kortsluiten	10.61	2.67
kortsluiting	9.67	3.53
kortstondig	10.35	1.80
kortweg	9.33	1.40
kortwieken	10.56	2.92
kortzichtig	11.22	1.80
korzelig	11.00	2.85
kosmisch	11.56	1.73
kosmologie	13.06	1.67
kosmonaut	11.53	3.36
kosmopoliet	14.69	1.90
kosmopolitisch	13.40	1.57
kosmos	11.28	2.40
kostelijk	10.00	2.07
kosteloos	8.95	1.73
kosteres	10.57	3.25
kostganger	13.31	2.89
kostgeld	11.25	2.71
kosthuis	11.44	3.75
kostprijs	8.61	2.13
kostschool	10.06	3.53
kostwinner	11.28	2.33
kot	10.30	3.87
kotbaas	12.61	3.40
kotelet	8.78	4.87
koter	10.60	3.50
koteraar	10.54	3.83
koteren	8.93	2.75
koterij	12.07	3.00
kotmadam	11.47	3.27
kotsbeu	8.05	2.13
kotsen	7.93	4.27
kotsmisselijk	9.33	2.47
kotter	11.14	5.00
kou	4.94	3.73
koudbloedig	10.35	2.07
koude	5.89	3.73
koudefront	11.47	2.79
koudvuur	11.08	3.00
koudweg	11.20	1.57
koukleum	11.00	2.42
kousen	4.78	4.67
kousenband	10.00	4.47
kout	15.00	2.67
kouten	9.33	4.00
kouvatten	8.56	3.20
kouwelijk	11.73	2.38
kozak	14.60	3.83
kraagstuk	11.77	4.15
kraaiennest	9.72	4.13
kraakbeen	11.44	4.47
kraaknet	9.93	2.29
kraakpand	12.56	3.73
kraakvers	10.47	2.93
kraalogen	10.24	3.92
kraambed	10.05	3.40
kraamhulp	11.56	3.27
kraamvrouw	11.00	3.60
kraanvogel	10.88	4.73
kraanwater	6.50	4.27
krabbel	7.17	4.13
krabbelen	8.59	3.62
krabbeltje	8.56	4.13
krabber	8.16	4.54
krabsla	8.06	4.47
krach	12.43	2.33
krachtbron	10.61	2.67
krachtdadig	11.80	1.64
krachtens	12.67	1.33
krachtmeting	11.28	2.29
krachtpatser	10.33	3.60
krachtproef	10.85	2.80
krachtsport	9.89	3.53
krachtterm	12.17	1.60
krachttoer	11.14	2.15
krachtveld	13.20	2.14
krachtvoer	10.18	3.00
krak	7.17	2.47
krakeel	12.14	2.71
krakelen	10.67	3.00
krakeling	11.38	3.93
kraker	12.65	3.29
krakkemikkig	9.94	2.80
kram	12.73	3.08
kramakkelig	12.27	2.44
kramer	11.08	3.45
kramiek	12.00	4.17
krampachtig	10.05	2.47
krankjorum	12.73	2.10
krankzinnig	10.83	2.00
krantenbericht	8.22	4.13
krantenkop	8.45	4.07
krapte	9.93	1.89
krasselen	12.29	2.56
krassend	8.83	3.73
krats	11.88	2.33
krediet	12.00	2.21
kredietkaart	11.22	4.60
kregel	11.67	2.89
kregelig	11.83	2.50
krenken	11.38	2.80
krent	9.94	4.43
krentenbol	10.11	4.67
krentenbrood	8.89	4.73
krentenmik	12.00	3.83
krenterig	11.00	2.21
kreuk	8.22	4.13
kreukel	7.60	4.43
kreukelen	7.63	3.60
kreukelig	9.17	3.53
kreuken	7.72	4.13
kreukvrij	9.74	3.60
kreupelhout	11.23	4.21
kribbe	8.33	4.31
kribbelen	7.92	3.53
kribbig	11.11	2.31
kriebel	5.67	3.87
kriebelen	6.17	3.73
kriebelig	7.47	3.20
kriebels	5.45	3.33
kriegel	10.00	2.33
kriek	9.22	4.87
kriel	12.25	3.63
krielhaan	11.08	4.20
krielkip	12.33	4.43
krijg	6.88	2.36
krijger	8.94	3.00
krijgshaftig	11.11	1.93
krijgsheer	10.89	3.47
krijgshof	12.83	2.57
krijgskunst	11.29	2.73
krijgsmacht	11.65	2.57
krijgsraad	11.94	2.50
krijten	7.87	3.93
krijtje	6.17	4.87
krik	10.37	4.64
krikken	10.71	3.38
krimp	9.00	3.08
kringelen	10.80	2.22
kringloop	10.25	2.27
kringlooppapier	10.94	4.13
krinkelen	10.79	2.29
krioelen	9.89	3.00
kriskras	7.45	3.13
kritiek	10.00	1.53
kritiseren	10.59	2.20
kroegbaas	10.44	3.60
kroep	13.71	2.33
kroepoek	12.22	4.93
kroes	9.93	4.27
kroeshaar	10.44	4.07
kroezelhaar	9.00	4.40
kroezelig	10.59	3.80
krokant	8.78	3.87
kroket	6.17	4.87
krokodil	5.30	4.87
krokus	7.00	4.27
kromliggen	10.00	3.33
kromme	7.89	3.36
kromming	9.74	3.67
kroniek	13.50	2.00
kroning	9.94	3.33
kronkelen	9.33	3.53
kronkelig	7.30	3.73
kroongetuige	11.56	2.20
kroonjuweel	10.83	4.13
kroonkurk	9.41	4.87
kroonluchter	10.45	4.27
kroonprins	8.89	3.36
kroos	9.36	3.50
kroot	12.00	2.50
kropsla	7.30	4.60
krottenwijk	11.06	3.60
kruidenier	8.94	3.47
kruidenthee	9.17	4.60
kruidig	9.65	3.67
kruidnagel	11.11	4.53
kruien	11.33	3.00
kruier	11.11	3.90
kruim	10.50	3.27
kruimeldief	8.94	3.60
kruimelen	6.89	4.13
kruimels	5.61	4.87
kruimig	11.08	3.44
kruiper	9.06	2.92
kruiperig	10.56	2.64
kruisbes	9.67	4.33
kruisboog	9.45	4.73
kruiselings	10.89	2.67
kruiser	11.07	3.90
kruisigen	9.39	3.47
kruisiging	9.55	4.27
kruising	9.50	3.13
kruisje	7.39	4.53
kruisproef	10.36	3.38
kruispunt	7.65	4.53
kruisraket	11.28	4.36
kruisspin	9.28	4.73
kruisvaarder	10.94	3.64
kruisverhoor	10.80	2.47
kruisweg	9.47	3.73
kruiwagen	6.33	4.80
krukas	13.67	3.67
krukje	6.60	4.73
krukkig	10.50	3.30
krulhaar	7.59	4.27
krullenbol	7.72	4.07
kruller	9.70	4.23
krulspeld	8.17	4.80
kubiek	11.33	2.71
kubisme	13.88	2.36
kubus	9.05	4.60
kuddedier	9.06	2.87
kuddegeest	12.00	1.80
kuier	11.81	3.40
kuieren	12.12	3.40
kuierlatten	10.50	2.00
kuilen	8.36	4.00
kuiper	12.70	4.29
kuiperij	10.89	3.00
kuisheid	12.05	2.00
kuisvrouw	6.94	3.40
kukelen	9.78	3.55
kul	9.64	2.30
kummel	15.67	2.00
kunde	11.53	1.80
kundig	11.22	1.80
kunstbloem	8.94	4.47
kunsten	8.05	3.73
kunstenaar	7.44	3.07
kunstenares	8.39	2.93
kunstgebit	9.17	4.47
kunstgreep	13.30	2.33
kunstig	9.41	2.07
kunstje	7.67	3.20
kunstmatig	11.17	1.93
kunstmest	10.45	4.13
kunstrijden	11.14	3.08
kunstschaats	10.61	4.60
kunstschilder	9.72	3.40
kunststof	10.85	3.80
kunststuk	9.94	3.27
kunstvorm	11.17	1.80
kunstwereld	10.78	2.33
kunstwerk	7.40	3.93
kunstzinnig	10.67	1.87
kuras	9.33	5.00
kuren	9.56	2.42
kurkdroog	9.35	3.47
kurkentrekker	7.72	4.87
kursaal	13.75	3.44
kushand	7.93	4.43
kussen	5.49	4.47
kussensloop	8.20	4.87
kustgebied	8.50	3.40
kustlijn	10.72	3.93
kustvaarder	10.41	3.33
kustwacht	9.25	3.73
kutwijf	10.22	1.80
kuuroord	11.61	3.73
kwaadaardig	9.22	2.00
kwaadschiks	11.35	1.42
kwaadspreken	9.33	2.73
kwab	11.18	3.53
kwadraat	11.06	2.13
kwadrant	14.00	2.40
kwajongen	7.83	2.60
kwak	8.39	3.50
kwakkel	10.21	2.36
kwakkelen	9.68	3.14
kwakkelig	10.41	2.38
kwakken	9.75	3.73
kwakzalver	11.00	2.27
kwalificatie	12.05	2.13
kwalificeren	12.89	2.00
kwalijk	9.56	1.60
kwalitatief	11.61	1.27
kwaliteit	9.70	1.80
kwanselen	11.71	2.38
kwansuis	13.20	2.50
kwantificeren	12.56	2.07
kwantitatief	13.90	1.73
kwantiteit	12.22	1.93
kwark	10.88	4.14
kwarktaart	11.13	4.40
kwartaal	11.35	2.40
kwartel	11.71	4.50
kwartet	8.39	3.27
kwartier	6.56	2.40
kwartje	8.90	4.33
kwarts	13.22	4.00
kwartslag	10.22	3.00
kwatong	10.13	2.00
kwatrijn	14.20	2.83
kwebbel	7.17	3.14
kwebbelen	7.78	3.53
kweekreactor	14.08	3.67
kweekschool	11.23	2.69
kweepeer	13.44	4.33
kweker	9.89	3.13
kwekerij	10.00	3.33
kwekken	8.26	2.79
kwelder	12.75	1.67
kwelduivel	11.89	2.64
kwelen	10.29	3.31
kwelgeest	10.68	2.43
kwestie	10.11	1.53
kwestieus	12.45	1.50
kwetsuur	10.35	3.67
kwetteren	9.00	3.15
kwezel	10.82	3.08
kwezelaar	12.00	2.36
kwezelig	11.58	1.90
kwibus	8.58	2.20
kwijlen	7.28	4.07
kwijnen	11.76	1.80
kwijten	12.92	2.17
kwijting	13.94	1.91
kwijtraken	7.28	2.87
kwijtschelden	12.44	2.47
kwijtschelding	11.41	2.23
kwijtspelen	8.60	2.47
kwikstaart	10.83	3.85
kwikstaartje	11.85	4.25
kwikzilver	12.47	3.79
kwinkslag	11.36	1.91
kwintessens	16.25	1.33
kwintet	10.89	3.33
kwispedoor	NA	3.71
kwispelen	6.90	4.00
kwistig	11.56	2.07
kwitantie	12.67	3.30
kynoloog	16.33	2.29
la	6.25	3.85
laadbak	9.80	4.33
laadruimte	10.00	3.60
laagdrempelig	12.94	1.86
laaghartig	12.60	1.64
laagseizoen	11.30	2.47
laagte	7.72	3.20
laagtij	10.33	3.80
laagvlakte	11.61	3.73
laaien	10.53	2.36
laaiend	11.11	1.80
laakbaar	13.77	2.00
laar	12.50	4.33
laarzen	6.65	4.93
laat	5.50	1.60
laatbloeier	11.94	2.00
laatdunkend	12.14	2.08
laatkomer	8.75	2.67
laatst	6.89	2.53
laatste	5.56	2.47
laatstejaars	10.17	2.80
laatstleden	12.00	1.64
labelen	12.22	3.43
labeur	11.41	2.64
labiel	11.44	1.87
labiliteit	13.05	1.60
labo	10.78	4.33
laborant	12.44	3.73
laborante	11.28	3.33
laboratorium	10.20	4.07
laborieus	13.38	1.86
labrador	8.56	4.87
labyrint	10.00	4.47
lachend	6.00	4.00
lachertje	8.78	2.47
lachfilm	9.00	3.07
lachgas	11.56	4.27
lachkramp	10.05	3.50
lachsalvo	12.54	3.22
