word	arousal	valence	dominance	concreteness	imageability	familiarity	age of acquisition	semantic size	gender association
maze	5.088	4.813	3.5	5.594	6.031	4.607	3.529	5.03	3.875
meadow	4.229	6.5	4.794	6.057	6.353	4.714	3.853	5.257	2.657
meagre	2.677	3.4	3.862	2.714	2.645	3.091	6.433	2.414	4.241
mean	4.235	2.576	4.212	2.906	3	6.065	2.618	4.059	4.324
mean (average)	3	5.029	4.546	4.294	2.943	4.857	5.257	4.029	4
mean (intend)	4.229	4.143	6.143	2.806	2.559	6.265	3.371	4.389	4.194
mean (nasty)	5.455	1.625	4.727	2.909	3.879	6.094	2.364	4.576	4.606
mean (stingy)	4.061	2.094	3.818	2.97	3.75	5.235	3.727	3.531	5.061
measles	3.968	2.171	3.091	5.382	5.364	4.061	4.143	3.394	4.364
measure	4.125	5.094	5.194	3.807	3.813	6.094	3.758	4.059	4
meat	4.294	4.97	5.971	6.343	6.441	6.424	2.371	3.677	5.529
mechanic	3.455	5.529	4.912	6.177	5.971	5.515	4.529	3.941	6.265
mechanism	4.257	5.371	5.543	4.971	3.941	5.265	5.529	4.229	5.229
medal	6.147	7.647	6.529	6.471	6.618	5.906	3.029	3.455	4.849
medallion	4.424	5.941	5.697	6.114	6.265	3.4	4.706	3.229	5.061
meddle	4.697	3.807	4.941	2.912	3.294	4.636	4.629	3.735	3.697
medicine	5	7.171	4.794	5.364	5.765	6.333	3.088	5.147	4
medieval	4.406	5.406	4.936	4.273	4.758	4.548	4.727	5.194	4.818
medium	3.882	5.029	4.971	3.242	2.943	5.594	3.257	4	3.914
medium (intermediate)	3.727	5.029	5.121	3.219	2.788	5.344	3.529	3.912	3.912
medium (spiritualist)	4.333	4.909	4.406	3.818	4.515	3.849	6.029	3.613	3
meek	2.5	4.133	3.367	3.333	3.7	4.281	5.867	2.786	3.484
meet	4.571	6.088	5.353	4.314	4.324	6.303	2.657	3.412	3.657
meeting	4.2	5.457	5.294	4.688	4.943	5.875	3.794	4.206	4.265
melody	6.206	7.606	5.794	3.242	4.394	5.633	4.294	4	2.171
melon	4.484	5.939	5.419	6.71	6.69	5.667	3.156	2.75	3.035
melt	4.647	4.879	4.324	4.412	5.152	5.758	2.941	3.485	3.515
melted	4.438	4.571	4.727	4.543	5.429	5.788	3.303	3.571	3.743
memoirs	4.788	5.758	5.529	4.515	4.364	4.061	5.853	4.344	3.588
memory	5.057	6.576	5.457	2.853	3.121	6.419	3.677	5.242	3.235
menace	5.576	2.571	5.088	3.343	3.857	4.029	4.086	4.943	5.429
merchant	3.936	5.4	5.188	5.161	4.875	4.069	5.25	4.133	5.25
merciful	5.273	7	5.543	2.543	3.4	4.371	5.429	5	3.343
mercy	4.971	6.229	4.371	2.714	3.229	4.576	4.6	4.971	3.303
mermaid	6.194	6	5.281	4.069	5.968	3.852	3.03	3.406	1.469
merry	6.438	7.727	6.406	2.758	3.613	4.828	3.333	4.548	3.679
mess	4.156	2.818	4.182	4.333	5.606	6.581	2	4.774	4.424
message	4.743	5.471	5.543	5.171	4.857	6.235	3.471	3.171	3.853
messenger	4.382	5.667	5.029	5.143	4.857	5.031	4.6	3.909	3.971
messy	4.706	3.242	5.188	4.448	5.606	6.394	2.441	4.471	4.697
metal	4.5	5.097	5.419	6.214	5.903	5.704	3.161	4.031	5.241
methane	3.273	4.2	4.677	5.429	3.714	3.939	6.177	3.677	4.618
method	3.441	5.686	5.457	3	2.882	5.938	4.778	4.059	4.771
metre	3	4.969	4.758	5.219	5.273	6.063	3.576	3.394	4.226
metric	3.441	5.152	5	4.441	2.735	4.758	5.353	3.875	4.5
metropolis	5.194	5.867	5.156	4.727	5.125	3.375	6.273	5.97	4.364
mice	3.688	4.375	5.387	6.719	6.818	5.807	2.235	1.656	3.438
microphone	4.294	5.353	5.765	6.529	6.6	5.727	3.429	2.647	3.971
microscope	4.333	5.735	6.206	6.559	6.412	5.758	4.765	2.941	4.559
microwave	3.588	5.571	5.647	6.714	6.618	6.441	3.829	3.029	3.857
middle	3.882	4.906	4.97	4	4.353	6.471	2.412	3.853	4.177
midget	3.588	3.818	4.177	5.857	6.061	3.849	4.706	1.735	4.471
midst	3.242	5.065	4.706	2.912	3.029	4.548	4.886	3.529	3.97
midwife	3.257	6.714	4.559	6.294	5.912	5.258	4.971	4.2	1.514
might	4.152	5.469	5.781	2.281	2.548	6.033	3.182	4.194	4.667
might (possibly)	4.229	4.971	4.714	2.118	2.182	6.333	2.914	3.4	3.853
might (strength)	6.188	7.206	7.375	4	4.455	4.794	4.765	5.813	6.061
mighty	5.424	6.794	6.788	2.971	3.758	4.906	3.969	5.647	5.618
mild	2.75	5.531	3.936	3.531	3.212	6.172	3.71	3.375	3.364
mildew	2.69	4.138	4.667	5.233	4.667	2.677	5.813	2.788	3.967
mile	3.818	5.177	5.125	5.235	4.273	6.03	3.371	5.182	4.156
mileage	3.742	4.515	4.939	4.419	3.242	4.677	5.546	4.688	5.125
military	4.765	3.794	4.324	5.618	5.912	5.303	4.177	5.909	6.324
milk	3.529	5.771	5.091	6.794	6.543	6.543	1.743	2.546	3.257
mill	3.586	5.065	4.9	6.1	5.759	4.033	4.125	4.767	4.276
million	6.242	6.588	6.029	4.941	4.273	6.156	3.647	5.971	4.5
millionaire	6.794	7.265	6.647	5.667	5.844	5.853	4	5.625	5.152
mimic	3.824	4.471	5.029	3.686	3.771	4	4.571	3.618	4.029
mind	5.903	6.844	6.355	2.469	2.419	5.808	3.375	5.469	3.828
miner	3.686	5	4.765	6.029	6.273	4.457	4.114	3.971	6.147
mingle	5.6	6.629	5.771	3.829	4.257	4.853	5.571	3.629	2.886
minimum	2.688	3.879	3.636	3.156	2.645	5.879	4.03	1.97	4.281
minister	3.529	5.091	5.343	5.543	5.514	4.743	4.543	4.371	5.647
mink	3.546	4.774	5	5.364	4.818	3.206	5.735	2.75	3.424
minor	3.627	4.277	3.91	3.554	3.364	5.064	4.702	2.349	3.939
minority	3.788	3.571	3.618	3.03	3.629	5.394	5.457	2.485	3.6
mint	4.406	6.063	5.258	6.3	6.097	5.69	3.4	1.97	3.667
mint (food)	4.5	5.657	5.706	6.486	6.294	5.727	3.25	2.314	3.543
mint (money)	5.71	6.424	6.219	4.879	4.867	4.188	5.938	4.594	4.788
minute	3.636	5.353	4.765	4.182	3.441	6.667	2.412	2.5	3.677
minute (small)	3.667	4.677	3.818	4.086	4.618	4.794	4.686	1.364	3.257
minute (time)	4.031	5.156	4.5	4.152	4	6.531	2.364	2.469	3.788
miracle	6.941	7.971	4.086	2.324	2.853	4.906	3.686	5.765	3.294
miraculous	6.412	7.618	5.559	2.265	2.559	5.029	5.177	6.029	3.029
mirage	5.303	5.03	3.875	2.788	3.849	3.938	5.29	4.5	3.177
mirror	4.382	5.118	5.063	6.588	6.471	6.438	2.353	3.735	2.706
mischief	6.328	4.333	5.765	2.729	4.118	5.303	3.377	4.5	4.582
mischievous	6.629	4.543	6.441	2.912	3.857	5.875	4.4	4.343	4.4
misconception	3.906	3.281	3.667	2.156	1.929	4.438	6.333	4.258	4
miser	3.125	3.778	4.458	3.917	3.708	2.516	6.28	3.852	5.115
miserable	3.314	1.706	3.147	2.563	4.094	5.625	3.829	4.206	4.182
misery	3.273	2.147	3.265	2.735	4.182	5.156	4.364	4.394	4.147
missile	5.469	2.344	5.233	6.156	6.281	5.455	5.097	5.844	5.563
mission	5.771	5.8	6.5	3.971	4.152	5.194	4	5.514	5.235
mistake	4.559	2.618	3.515	3.394	3.429	6.194	3.029	5.091	4.294
mistress	5.441	3.455	5.118	5.242	5.412	5.267	6.029	4.382	2.088
mob	5.177	3.059	4.091	5.177	5.529	4.152	4.765	5.353	5.455
mobility	4.4	6.647	5.697	3.529	4	4.879	5.771	5.121	4.057
mock	4.206	2.882	3.765	3.088	3.636	5.424	5.177	4.091	4.909
mode	3.514	5	4.882	3.061	2.636	4.219	4.882	3.912	3.97
model	5.065	5.824	5.029	5.324	5.629	5.355	4.2	4	2.353
modest	3.882	6.794	5.265	2.571	3.4	5.382	5	3.714	3.257
moist	5.257	4.882	4.941	4.971	4.657	5.177	4.343	3.382	3
moisture	5.375	5.161	4.688	5.031	4.968	5.615	4.594	3.281	3.29
mole	2.406	4.849	4.875	6.303	6.25	5	3.455	2.424	4.485
mole (animal)	3.086	5.314	4.514	6.677	6.543	4.412	3.118	2.4	4.771
mole (skin)	3	4.206	4.412	6.171	6.086	5.177	4.057	2.088	4.143
mole (spy)	4.844	3.258	4.677	4.484	4.516	3.313	5.235	3.394	5.273
molecule	3.443	5.338	4.162	5.412	4.429	4.672	6.043	2	4.493
Mom	5.667	7.936	4.813	6.424	6.25	6.594	1.333	5.094	1.097
moment	4.813	5.813	5.719	2.3	2.645	5.828	3.875	3.226	3.645
momentum	5.971	6.424	5.765	3.412	3.576	5.576	6	5.333	4.844
monarch	4.059	5.324	4.818	5.286	5.818	4.471	5.171	5.576	4.152
monarchy	3.742	4.419	3.807	5.394	5.576	5.094	5.303	5.4	4.344
money	6.563	5.667	4.636	5.032	6.2	6.741	2.594	4.807	4.688
monk	3.125	5.29	3.938	6.133	6.071	3.929	4.594	3.71	6.25
monkey	5.353	6.057	5.257	6.559	6.794	5.647	2.114	3.257	4.857
monster	6.121	2.735	4.273	3.882	5.971	5.563	2.206	5.441	5.294
month	3.343	5.286	4.765	4.057	3.4	6.516	2.412	4.086	3.677
monument	4.239	6.149	5.254	6.348	6.353	5.031	4.941	5.768	4.788
mood	4.906	5.313	4.882	2.6	2.765	6.226	3.471	4.229	3.515
moody	3.886	2.6	4.882	3.029	4.029	5.909	3.743	4.324	3.6
moon	5.375	6.548	4.633	6.656	6.781	6.433	2.182	6.387	3.424
mooring	3.48	5.138	5.107	4.655	4.621	2.4	6.286	3.926	4.552
moose	3.735	5.471	4.781	6.594	6.212	4.441	3.794	4.121	4.394
moral	4.563	6.971	5.909	2.294	2.656	5.355	4.758	5.219	3.281
morality	4.625	6.344	6.065	1.767	2.636	5.71	5.484	5.742	3.485
morbid	4.229	2.171	4.088	2.6	3.303	4.364	5.657	4.543	4.743
morgue	4.182	2.324	3.091	6.182	5.706	4.333	5.571	4.853	4.235
morsel	3.531	3.903	3.903	4.172	4.807	3.97	5.121	2.438	4.091
mosque	4.069	5.267	3.871	6.375	6.258	4.241	5.438	5.125	4.9
mosquito	4.625	3.046	4.231	6.594	6.635	4.848	4.339	1.594	4.191
moss	3.118	4.857	5.242	6.118	5.657	4.706	4	2.429	4.371
most	4.667	5.706	5.563	3.324	3.063	6.455	2.5	4.909	3.853
moth	3.394	4	4.813	6.625	6.8	5.207	3.147	1.576	3.871
mother	5.143	8.314	4.914	6	6.594	6.613	1.629	5.242	1.088
motherfucker	6.636	2.571	6.4	2.765	2.943	5.943	6.371	4.882	5.857
motion	5.529	5.5	6.143	3.857	4.4	5.647	4.324	4.735	3.97
motor	3.941	5.343	5.571	6.086	6.029	5.313	3.943	4.242	5.912
motorbike	5.879	5.469	6.5	6.758	6.788	6.094	3	4.576	6.061
motorway	5	4.903	5.091	6.621	6.258	6.033	4.273	5.697	5.536
mould	3.5	3.333	4.3	5.517	5.516	5.143	4.323	3.387	4.233
mound	4.097	4.433	4.774	5.438	5.448	3.323	4.563	3.839	3.833
mount	5	5.246	5.91	4.338	4.323	3.952	4.582	4.427	4.5
mountain	5.774	6.156	5.844	6.862	6.833	6.296	3.032	6.323	5.033
mountains	6.088	6.735	5.5	6.853	6.794	5.818	2.886	6.412	4.8
mounted	5.061	5.412	5.094	4.355	4.849	4.438	5.412	4.273	4.455
mouse	3.71	4.882	5.121	6.788	6.686	6.061	1.941	1.941	3.486
mouth	6.194	5.448	5.563	6.714	6.69	6.478	2	3.065	3.433
move	4.912	5.361	6.371	4.441	5.028	6.613	1.971	4.194	4.25
movie	5.759	6.484	4.839	5.643	5.393	6.042	3.156	4.807	4
muck	3.906	3.281	4.667	5	5.406	5.273	2.939	3.313	5.29
mucous	2.971	3.125	4.412	5.75	5.647	4.697	5.177	2.939	4.735
muddy	4.313	4.152	4.857	5.303	5.908	5.367	2.418	3.891	5.154
muffin	5.219	6.576	5.563	6.75	6.781	6.25	2.971	2.97	2.853
mug	3.059	4.971	5	6.424	6.485	6.219	2.486	2.235	4.121
mug (cup)	3.375	5.647	5.912	6.794	6.735	6.412	2.471	2.441	4.088
mug (face)	3.6	4.647	5.229	5.771	5.8	4.735	4.5	3.457	4.914
mugged	4.471	1.97	2.647	4.091	4.765	4.839	5.235	4.324	4.765
mule	2.922	4.769	4.879	6.5	5.939	3.629	4.47	3.712	4.967
multiplication	4.206	5.364	5.206	4.2	4.206	5.344	3.543	4.529	4.091
multiply	4.229	5.647	6	3.824	3.314	5.813	3.314	5.029	4.143
Mum	4.594	7.938	4.219	6.091	6.625	6.906	1.219	5.061	1.212
mumble	3	4.143	4.765	3.697	3.886	5.677	3.714	2.324	4.394
Mummy	5.364	7.471	4.879	5.794	6.515	6.182	1.771	4.677	1.455
mural	3.355	5.906	5.567	5.645	5.033	3.355	5.344	4.133	3.469
murder	5.871	1.531	4.161	5.469	5.5	6.129	3.688	5.968	5.636
murderer	6.294	1.235	4.143	5.971	5.6	5.879	4.143	5	5.629
murmur	3.636	4.235	3.886	4	3.343	4.567	4.743	2.853	3.706
muscle	5.188	6.088	6.441	6.5	6.412	6.419	3.706	4.438	6
muscular	5.818	6.485	6.613	5.313	5.645	5.586	5.063	4.936	5.969
museum	4.132	6.279	5.188	6.537	6.449	5.881	3.632	5.194	4.348
mushroom	3.879	5.364	4.971	6.647	6.849	6.063	2.882	3.029	4.088
mushroom (expand)	3.5	4.8	5.267	4.167	4.774	3.333	5.419	4.8	4.161
mushroom (food)	3.353	5.029	5.088	6.6	6.529	5.606	2.657	2.657	4.059
music	7.771	7.971	7.086	5.286	5.265	6.939	2.114	5.853	3.343
musical	5.742	6.5	5.323	4.138	4.625	5.633	3.656	4.581	2.903
musician	6.097	6.625	5.719	5.367	5.667	5.607	3.656	4.419	4.063
musket	4.31	3.733	5.3	6.31	5.833	3.2	5.4	3.733	5.767
musketeers	4.758	6.03	5.788	5.219	5.818	3.818	4.303	4.485	6.03
mussel	3.618	5.177	4.941	6.324	6.235	4.257	4.543	2.765	4.455
mustang	4.914	5.576	5.794	6.029	5.588	3.594	5.857	4.438	5.714
mustard	3.412	4.719	5.364	6.094	6.455	5.559	3.882	3	4.677
mutation	4.818	3.114	3.594	4.091	4.314	4.057	5.829	4.686	4.686
mutilate	5.667	2.111	4.515	4.486	4.818	4.091	6.306	5.219	5.5
mystery	6.546	5.303	4.515	2.727	3.161	5.621	3.364	5.875	3.485
mystic	5.706	5.242	5.273	2.324	3.382	4.606	5.242	4.156	2.853
myth	6.147	5.029	4.516	1.879	3.194	4.938	4.529	4.882	3.706
mythology	5.03	5.606	5.091	2.515	3.484	4.485	5.636	5.152	3.97
nail	3.656	4.733	5.548	6.429	6.185	6.138	2.613	1.936	3.226
nail (finger)	3.618	5.257	5.257	6.618	6.686	6.314	2.2	2.118	2.529
nail (hammer)	4.333	4.765	5.939	6.559	6.667	5.765	3.294	1.971	5.824
naive	4.438	3.531	3.065	2.406	2.656	5.448	5.469	3.233	3.097
naked	7.133	5.469	3.906	5.063	5.69	6.172	2.968	4.29	3.633
name	4.286	5.324	5.543	4.6	3.743	6.688	1.529	3.886	3.914
named	3.088	5.091	4.424	3.353	2.235	5.559	3.353	4.059	3.794
namesake	3.771	5.152	4.625	2.714	2	2.531	6.177	3.5	4.257
nanny	3.794	5.75	3.75	5.807	5.667	4.214	2.824	3.788	1.688
narcotic	4.882	3.182	4	3.829	3.882	4	6.429	4.171	4.424
narrow	3.971	3.857	3.515	4.2	5.4	5.485	3.514	2.294	4.057
nasty	4.091	1.742	5.484	2.546	3.424	5.8	2.531	3.7	4.424
nation	4.618	5.857	4.5	4.2	4.647	5.849	5	6.314	4.743
national	4.546	5.943	4.844	3.563	3.333	5.636	4.6	5.794	4.719
natural	4.818	7.088	5.147	3.629	4.118	5.971	3.588	4.606	2.5
nature	5.406	7.156	5.194	4.531	5.576	6.357	3.323	6.161	2.939
naughty	6.629	3.8	5.853	3.314	4.382	5.412	1.857	3.853	3.857
nausea	4.394	2.727	3.03	4.438	4.206	5.226	5.441	4.455	3.546
naval	4.156	5	5.294	5.188	4.824	4.129	5.226	3.625	4.546
navel	3.242	5.03	4.971	6.059	5.706	3.706	4.971	2.594	3.971
navy	4.971	5.441	5	5.629	5.914	5.735	3.824	4.394	5.829
near	4.546	5.559	5.212	3.735	4.242	6.485	2.5	3.382	3.879
neat	3.229	6.265	5.686	4.147	4.824	5.853	3.088	2.879	2.6
necessary	3.818	5.086	4.771	2.686	2.514	5.882	4.2	4.412	4.091
necessity	5.807	5.156	4.419	2.273	2.688	5.3	5.212	4.844	3.8
neck	5.433	5.367	5.424	6.63	6.581	6.56	2.515	2.903	3.581
necklace	5.2	5.743	6.029	6.714	6.543	6.242	2.8	2.771	1.543
nectar	5.314	6.6	5.571	5.971	5.371	4.441	4.629	2.853	2.794
need	5.344	3.788	3.333	3.091	2.758	6.333	2.303	4.939	3.25
needle	4.829	3.677	4.486	6.714	6.429	5.606	3.2	2	3.286
needy	3.382	2.441	3.114	2.714	3.2	5.242	4.765	3.546	3.206
negative	4.061	1.735	3.735	3.581	2.849	6.25	4	5.03	4.529
neglect	4.576	1.571	3.188	2.794	4.057	4.667	5.086	4.912	4.429
neglected	4.364	1.528	2.588	2.972	4.257	5.912	5.306	4.229	4.028
negotiate	5.063	6.212	6	3.303	3.188	5.636	5.333	4.909	4.219
negotiation	4.559	6.03	6.177	3.618	3.667	5.387	5.559	5.091	4.424
negotiator	5.059	6.6	6.594	3.971	4.182	4.485	5.829	4.333	3.971
neighbour	4.576	6.061	5.419	5.807	5.71	6.25	3.294	3.697	3.818
neon	6.029	6	5.114	4.706	5.4	5.091	4.914	3.588	3.667
nephew	3.235	6.353	5.529	5.941	4.941	5.529	3.794	3.455	6.118
nervous	5.114	3.029	2.647	3.486	4.514	6.156	3.743	4.2	3.294
nest	3.925	5.855	5.136	6.382	6.537	5.418	2.309	2.464	2.897
net	3.667	4.781	4.686	5.636	5.546	5.194	2.571	3.2	4.147
nettle	3.441	3.971	4.061	6.273	6.091	5.061	3.265	2.364	4.344
network	4.194	5.677	5.188	3.781	3.233	5.69	5.688	6	4.364
neural	4.539	5.7	5.367	4.138	3.138	3.875	6.467	3.655	4.077
neurotic	4.849	3.061	3.941	2.625	3.03	3.857	6.771	4.194	3.571
neutral	4	5.206	4.774	3.394	2.636	5.323	4.5	3.909	3.485
neutron	3.333	5.424	4.788	4.688	4.194	4.849	6.424	2.871	4.909
new	6.031	7.063	5.71	4.219	4.313	6.484	2.125	4.133	3.667
news	4.909	4.75	3.813	3.719	3.758	6.355	3.323	5.25	4.267
nice	4.457	7.429	5.571	2.941	3.765	6.333	2.088	3.629	2.677
niece	3.281	6.118	5.324	5.667	4.97	5.419	3.114	3.485	1.424
night	5.324	5.906	5.375	4.969	6.588	6.765	1.882	5.515	3.686
nightfall	5.323	5.781	4.469	4.969	5.5	4.7	4.344	5.097	4.214
nightmare	5.735	1.765	3.294	3.147	4.455	5.677	2.441	5.061	4.471
nimble	5.156	6.059	5.529	3.152	3.5	3.576	5.576	3	2.912
nipple	5.758	5.879	5.059	6.559	6.618	5.727	3.647	2.212	2.559
noise	5.364	4.229	5.324	4.697	4.242	6.7	2.242	4.576	4.441
noisy	5.438	3.314	4.971	3.941	4.143	6.156	2.4	4.647	4.706
nonchalant	3.69	4.667	5.5	2	3.357	3.229	6.1	3.621	4.321
none	3	4.114	4.4	3.457	3.029	5.735	2.171	2.429	4
nonsense	4.121	3.394	4.667	2.546	2.606	5.719	3.303	3.849	4.061
noon	3.771	5.353	4.886	4.314	3.971	5.882	3.265	3.971	3.914
noose	4.031	2.455	3.091	5.943	5.971	4.412	5.853	3.765	4.758
norm	3.455	4.912	4.441	3	2.516	4.667	5.559	4.152	4.121
nose	3.667	5.033	5.097	6.8	6.828	6.4	1.938	2.452	3.966
note	4.065	5.594	5.656	5.355	5.433	5.852	3.313	2.3	3.429
notebook	3.625	5.529	5.455	6.647	6.571	6.118	3.343	2.529	3.147
notepad	3.235	5.417	5.697	6.794	6.853	6.469	3.639	2.382	3.75
notice	4.118	5.265	5.294	3.781	3.382	5.346	3.758	3.323	3.839
notion	4.774	5.656	5.567	2.121	2.219	4.6	5.548	4.032	3.964
noun	2.903	5.25	4.781	3.909	3.061	5.807	3.879	2.849	3.879
nourish	5.618	7.529	5.906	3.364	3.529	5.455	5.235	4.818	2.727
nourishment	5.206	7.886	5.559	4.206	4.229	5.031	5.514	5	2.765
novel	5.375	6.485	5.406	5.606	5.452	5.968	4.353	3.594	3.485
novel (book)	5.088	6.118	5.343	6.182	6.314	6.333	3.886	3.235	3.177
novel (new)	5.353	6.242	5.559	3.265	2.758	3.788	6.382	4.353	3.273
novice	4.029	4.853	4.486	4.057	3.314	4.273	5.382	3.324	4
nucleus	3.853	5.471	5.697	5.706	5.235	5.147	6.273	1.941	4.061
nude	6.647	5.647	4.941	5.143	6.059	5.412	4.559	3.882	2.735
nugget	3.636	5.091	4.939	5.057	5.088	4.879	3.441	2.324	4.242
nuisance	4.086	2.686	4.294	2.943	3.314	5.147	4.257	3.912	4.257
nun	2.226	5.355	4.3	6.242	6.5	4.69	3.909	3.091	1.469
nuptials	4.839	5.433	4.897	4.185	4.464	2.853	6.5	4.097	2.929
nurse	5.125	7.375	4.29	6.031	6.594	6.24	2.871	4.344	2.129
nursery	3.719	6.429	4.061	5.875	5.765	5.546	1.971	3.324	2.529
nurture	4.849	7.177	5.618	3.257	3.636	4.875	5.294	4.438	1.879
nut	3.156	5.25	5.129	6.333	6.5	6.344	2.548	2.194	4.727
nut (bolt)	3	4.794	4.971	6.353	6.242	4.618	4.029	1.697	5.667
nut (crazy person)	5.794	2.853	4.324	2.697	4.457	4.969	4.514	4.412	4.485
nut (food)	3.875	5.697	6	6.406	6.758	6.441	2.171	2.147	4
nutmeg	3.412	5.697	5	6.294	5.765	4.529	5.273	2.029	3.588
nutrient	4.941	7.235	4.824	5.171	3.4	5.576	5.559	4	3.353
nutrition	5.242	6.939	5.853	4.5	4.118	5.71	4.941	4.788	3.636
nutritious	4.588	7.457	5.429	4.294	3.588	5.758	5.029	4.667	3
nuts	4.606	5.2	5.471	6.514	6.571	5.914	2.571	2.086	4.886
nuts (bolts)	3.429	4.853	5.4	6.429	6.4	4.514	4.171	1.657	5.8
nuts (crazy)	5.971	3.314	3.886	2.543	4.229	5.059	3.857	4.441	3.629
nuts (food)	3.818	6.094	5.406	6.667	6.667	6.212	2.303	2.063	4.394
nuts (testicles)	5.714	4.743	5.686	6.486	6.429	5.486	5.647	2.914	6.857
nylon	3.677	5.273	4.906	5.429	4.882	4.121	5.629	2.706	3.059
nymph	5.214	5.542	4.769	3.76	4.231	3.094	6.241	3.5	2.815
oak	3.788	5.625	5.355	6.559	6.343	5.114	3.314	5.061	4.758
oath	4.971	6.25	5.029	3.686	3.543	4.667	5.457	5.647	4.667
oats	3.094	5.313	4.818	6.438	6.375	5.774	3.303	1.909	4.313
obedience	4.618	5.118	3.452	3.265	4.061	6	3.912	4.667	3.576
obedient	4.771	6.088	3	3.118	3.941	5.484	4.706	4.235	3.824
obese	3.333	2.152	4.375	5.353	6.219	6.063	5.147	5.75	4.559
obesity	3.941	1.971	4.235	5.677	6.059	6	5.457	5.824	3.912
obey	4.971	4	2.412	3.118	3.091	5.313	4.177	4.618	4.559
object	3.941	5.059	5.2	5.171	4.429	6.29	3.088	3.382	4.057
object (disagree)	4.912	3.265	6.206	2.677	3.029	5.059	5.177	4.765	4.794
object (thing)	3.118	5.057	5.686	6.177	5.265	5.971	2.765	3.457	3.882
objective	4.235	5.546	5.735	2.794	2.853	5.613	5.265	4.324	4.063
oblige	4.088	5.057	4.088	2.765	2.514	5.094	5.514	4.147	3.559
obliging	4.387	6.032	3.968	2.406	2.548	4.207	6.061	3.968	3.516
oblivion	5.515	3.5	4.147	2.758	3.147	3.971	5.971	5.771	5.118
oblivious	4.188	3.879	3.387	2.9	2.936	4.844	5.758	4.324	4.625
obnoxious	4.029	2.4	5.121	2.765	2.971	4.563	5.971	4.606	4.943
oboe	3.633	5.9	5.107	6.452	5.936	4.031	5.448	3.31	3.71
obscene	5.286	2.571	4.647	3.057	3.882	4.333	5.686	4.882	5.029
obscenity	5.939	2.455	4.882	2.867	3.118	4.656	6.114	5.324	4.97
obscure	4.938	4.875	4.939	2.281	2.29	5	5.875	3.813	4.212
observation	4.515	5.735	5.394	3.485	3.529	5.656	5	4.969	4.235
observe	4	5.794	5.941	3.353	3.235	5.727	4.882	4.529	3.529
obsess	4.824	2.853	3.886	2.714	3.343	5.515	5.177	5.303	3.353
obsession	5.794	3.212	4.059	3.088	3.824	5.656	5.324	6.059	3.546
obsessive	5.171	3.059	3.8	2.941	3.515	5.697	5.486	5.294	3.529
obstacle	4.235	3.543	3.765	4.943	4.914	5.265	4.429	4.914	4.5
obvious	4.412	5.057	6.029	2.714	2.559	6.226	4.371	4.657	4.273
occasion	6.171	6.743	5.441	3.714	4	5.706	4.314	5.606	3.242
occasionally	3.303	4.939	4.636	2.242	2.697	6.061	4.546	3.485	3.818
occupation	4.057	5.794	5.971	3.943	3.514	5.5	5.118	5.257	4.486
occupy	4.114	4.943	5.5	3.441	3.314	4.807	5.571	4.636	4.765
occur	3.938	5.242	4.969	3.065	1.969	5.438	4.853	3.906	4.171
occurrence	3.303	5.343	4.853	2.971	2.677	4.471	5.429	4.118	4.086
ocean	5.636	6.469	3.677	6.571	6.5	6	2.969	6.606	3.69
octopus	5.258	5.129	4.933	6.793	6.793	4.852	3.032	4.094	4.367
odd	3.879	4.139	4.647	2.471	3.118	5.936	3.194	3.457	4.143
odour	4	3.273	4.625	4.121	4	5.467	4.606	3.969	5.152
offence	5.441	2.546	4.441	3.029	3.606	6.063	4.559	4.939	4.853
offend	5.212	2.286	5.273	3.152	3.471	5.5	4.486	5.147	4.853
offensive	5.419	1.969	4.875	2.333	2.742	5.621	4.938	5	4.833
office	3.613	4.485	4.515	6.25	6.484	6.194	3.394	4.313	4.455
officer	4	4.727	3.882	5.971	6.086	5.514	3.6	4.206	5.606
offshoot	3.793	4.828	4.962	3.5	3.233	3.281	6.071	4	4.185
oil	3.914	5.086	5.457	6.265	6.294	6.152	3.265	4.257	4.886
older	4.563	5.267	5.516	3.323	3.936	5.75	2.688	4.4	4.767
olive	4.273	5.394	5.485	6.677	6.697	5.531	3.824	2.118	3.152
omission	4.455	3.313	4.412	2.879	2.324	4.182	6.061	3.939	4.161
omit	4.4	3.515	4.906	2.594	2.455	4.29	5.75	3.484	4.267
onion	3.31	5.242	5.31	6.786	6.636	6.708	2.844	1.968	3.933
only	3.6	4.559	4.529	2.829	2.546	6.625	2.294	2.971	3.939
onslaught	4.471	2.844	3.71	3.152	3	3.971	6.121	5.167	4.967
open	5.8	6.686	6.909	3.6	4.486	6.576	1.914	4.882	3.265
opening	5	6.344	5.71	3.697	4.645	5.897	3.242	4.097	3.375
opinion	5.706	6.086	7.057	2.588	2.457	6.324	4.629	4.8	3.677
opium	5.531	4.226	4.433	5.387	4.129	3.121	6.387	3.839	4
opportunist	5.484	6.485	6.303	3.5	3.152	4.471	6.242	4.879	4.2
opportunity	6.563	7.75	6.903	2.906	3.281	6.258	4.968	5.903	4.156
oppose	5.667	3.625	6.645	3.656	3.161	4.967	5.303	4.936	4.483
opposition	5.057	3.412	4.677	3.853	3.853	4.912	5.314	4.849	4.829
oppress	5.152	1.719	2.765	2.844	3.5	4.387	6	5.441	4.97
optimal	6.094	7.618	6.303	3.182	3.152	5.241	5.667	4.781	4
