word	concreteness	context availability	valence	arousal
sur	2.08	2.13	3.37	2.45
surf	4.2	3.93	3.7	2.86
table	4.73	4.1	3.43	1.83
tabouret	4.83	3.27	3.28	2.52
tâche	3.4	3.7	2.73	2.97
tache	3.72	3.37	2.2	3
tacle	3.23	2.6	2.03	3.76
tact	2.17	1.87	3.9	2.52
tag	3.77	3.1	2.53	3.07
taille	2.8	2.9	3.34	2.41
tambour	4.88	3.69	3.33	3.09
tant	1.4	1.43	3.13	2.28
tante	4.4	3.33	3.82	2.48
tape	2.97	2.3	2.33	3.48
tard	1.8	2.97	2.77	2.83
tarte	4.67	4.07	4.16	2.03
tas	3.53	2.97	2.43	2.31
tasse	4.72	4.03	3.28	2.18
taupe	4.68	3.67	2.87	2.39
taux	2.07	2.17	2.83	3.24
taxe	2.63	3.13	1.57	3.76
te	1.5	1.47	3.09	2.31
teigne	2.5	1.77	1.53	3.31
teindre	2.72	3.17	3	2.53
teint	2.93	2.87	3.7	2.24
teinte	3.04	2.63	3.1	2.55
tel	1.8	2	3.31	2.31
téléphone	4.93	4.63	3.75	2.83
télévision	4.8	4.5	3.43	2.68
temple	4.1	3.47	3.41	1.9
temps	1.67	2.9	3.44	2.86
tendre	2.5	2.93	4.53	1.55
tente	4.43	3.6	3.69	2.1
terme	2.03	2.1	3.09	2.34
terne	2.43	2.83	1.72	2.28
terre	4.48	3.9	4.03	2.21
tes	1.48	1.47	3.25	2.28
test	3.08	3.9	3.03	3.32
tête	4.5	4.13	4.03	2.48
texte	3.27	3.27	3.62	2.31
thé	4.04	3.93	3.9	1.79
thème	1.77	2.34	3.28	2.52
thermes	3.33	2.43	4.13	2
thèse	2.63	2.87	3.55	3.52
thon	4.67	3.57	3.2	2.52
thym	4.48	3.1	3.6	2.06
tic	2.36	2.83	2.47	3.18
tiède	2.3	3.27	3.2	1.69
tien	1.63	1.97	3.4	2.28
tiers	2.31	2.33	3.13	2.31
tige	4.27	2.97	3.34	2.21
tigre	4.77	4.07	3.66	3.34
timbre	4.67	3.93	3.37	2.31
tique	4.44	2.93	1.73	3.44
tir	3.07	2.8	2.52	3.83
titre	2.72	2.9	3.43	2.7
toast	4.23	3	3.79	2.03
toc	2	2.83	2.13	3.1
toi	3	3.27	3.7	2.53
toile	4.33	3.43	3.73	2.55
toit	4.6	3.9	3.75	2.24
tôle	4.28	2.7	2.63	2.76
tomate	4.87	4.17	4.28	2.07
tombe	3.93	3.5	1.55	4.03
tome	3.64	3.27	3.37	2.42
ton	1.67	2.13	3.19	2.34
tondre	3.5	3.53	3	2.59
tong	4.47	3.23	3.76	2
tonne	2.63	2.6	2.9	2.97
tonneau	4.8	3.67	3.17	2.53
top	2.03	2.3	3.9	2.79
torche	4.53	3.1	3.38	2.69
tordre	3.32	2.63	2.37	3.38
tort	2.16	2.3	2.23	3.32
tortue	4.73	3.73	3.55	1.83
tôt	1.8	3	2.97	2.68
touche	2.76	3.07	3.17	2.71
touffe	3.63	3.33	2.57	2.55
toupie	4.73	3.33	3.5	2.34
tourne-disque	4.7	3.13	3.5	1.93
tournevis	4.73	3.5	3.48	3.1
tourte	4.4	3.1	3.73	2.03
tous	2.03	1.67	3.86	2.48
tout	1.88	2.63	3.77	2.74
toux	3.33	3.43	1.79	3.76
trac	2.03	3.6	1.97	4.17
trace	3.16	2.7	3.13	2.59
tract	3.27	2.97	3.1	3.17
train	4.8	3.97	3.86	2.69
traîne	3	2.37	2.47	2.71
traire	3.52	3.07	3	2.88
trait	3.3	3.37	3.07	2.24
traite	2.72	2.53	2.47	3.06
traître	2.4	2.87	1.23	4.21
trame	2.57	2.17	3.1	2.31
tranche	3.73	2.7	3.1	2.79
transe	2	2.63	2.23	3.48
trappe	3.97	3.1	2.38	3.45
traque	2.63	3	1.69	4.31
trèfle	4.63	3.93	4.27	1.83
treize	2.97	3.21	3.21	3.07
trente	3.1	1.63	3.31	2.72
très	1.73	2.17	3.6	2.86
tresse	4.28	3.57	3.37	2.29
trêve	2.24	2.57	3.73	2.33
tri	2.52	3.37	3.53	2.76
triche	2.47	3.4	1.53	3.83
tringle	4.2	2.83	3	2.48
triple	2.68	2.77	3.4	2.74
triste	2	4	1.47	#NULL!
troc	2.44	2.53	3.23	2.62
trompe	3.47	3.3	2.07	3.41
trompette	4.87	3.87	3.84	2.52
tronc	4.52	3.6	3.4	2.21
trône	4.47	3.23	3.52	2.76
trop	1.7	1.7	2.69	3.1
trot	3.03	2.8	3.13	2.48
trotte	2.63	2.33	3.17	2.55
trou	3.97	3.47	2.23	2.83
trouble	2.14	3.03	2	3.55
trouille	1.76	3.37	1.77	3.94
troupe	3.4	2.97	3.17	3.06
trousse	4.77	3.97	3.25	2.48
truc	1.96	2.77	3.07	2.68
truffe	4.57	3.27	4.03	2.41
truie	4.4	3.1	2.55	3.03
truite	4.77	2.9	3.24	2.69
tu	1.63	2.2	3.63	2.34
tube	3.8	3.27	3.03	2.53
tué	3.28	2.8	1.33	4.38
tuer	3.12	3.23	1.27	4.53
tueur	3.67	3.7	1.28	4.45
tuile	4.6	3.2	2.78	2.45
turc	3.13	2.97	2.84	2.48
type	2.53	2.8	3.07	2.69
un	2.4	1.9	2.97	2.27
urne	4.47	3.8	2.81	2.38
vache	4.84	4.13	3.57	2.3
vague	4	4.3	3.73	2.15
vain	1.93	1.6	2.28	3
vaincre	2.6	2.67	4.14	3.45
valise	4.73	4.4	3.91	2.31
valse	3.6	3.4	4.13	2.17
valve	3.9	2.3	2.89	2.69
vanne	3.27	2.83	3.16	2.41
vase	4.57	2.97	3.48	2.1
vasque	4.32	2.4	3.2	2.45
vaste	1.83	2.6	3.9	2.72
veau	4.83	3.47	3.27	1.93
veille	2.48	2.93	2.8	2.5
veine	4.23	3.5	3.2	3.03
vélo	4.9	4.27	3.93	2.45
vendre	2.96	3.07	3.17	2.97
vent	2.9	3.5	3.03	2.41
vente	2.68	3.47	3.07	2.88
ventre	4.23	3.57	3.07	2.66
ver	4.08	2.93	2.63	2.76
verbe	2.2	2.63	3.3	2.38
verre	4.73	4.03	3.66	2.45
verre (à vin)	5	3.8	3.83	2.45
vers	2.43	1.63	3.78	2.41
vert	3.07	3.93	3.53	1.97
veste	4.77	3.55	3.41	2.48
veuf	3.43	3.3	1.76	3.59
via	1.76	1.7	3.13	2.5
viande	4.33	3.47	3.55	2.72
vice	1.93	2.47	1.63	3.52
vide	2.17	2.53	2	3.34
vie	2.57	3.43	4.69	2.69
vierge	2.47	3.27	3.67	2.28
vieux	2.64	3.73	2.4	2.61
vif	2.37	2.7	4.22	3.31
vigne	4.5	3.83	3.7	2.1
ville	3.68	3.83	3.33	3.09
vin	4.57	3.57	3.55	2.59
vingt	2.9	2.3	3.34	2.55
viol	3.6	3.53	1	4.9
viole	3.1	2.7	1.47	3.9
violon	4.76	3.63	3.97	1.85
vis	4.23	2.93	2.9	2.72
vite	2.1	2.97	3.4	3.41
vitre	4.56	3.8	3.27	2.52
vive	2.03	2.77	4.31	2.66
vivre	2.47	3.33	4.67	2.9
voeu	1.6	3.53	4.43	1.93
vogue	2.03	3	3.41	2
voie	3.1	3.2	3.59	2.41
voile	4.29	3.8	3.6	2.35
voilier	4.67	3.67	4.09	1.97
voir	2.5	2.7	4.21	2.14
voiture	4.83	4.4	3.81	3.03
voix	3.37	3.7	4.13	2.03
vol	2.96	3.93	2.03	3.36
volt	2.77	2.6	3.03	3.55
vos	1.83	1.53	3.03	2.24
vote	3.07	3.4	3.55	3.07
votre	1.73	1.47	3.07	2.66
vous	2.17	2	3.66	2.72
voûte	3.67	2.5	3.53	2.41
vrac	2.37	2.5	2.72	3
vu	2.07	2.13	3.69	2.28
vue	2.53	3	4.16	2.07
zèbre	4.96	3.8	3.67	2.09
zèle	1.57	2.13	3.23	2.79
zen	2.03	3.53	4.66	1.34
zinc	3.5	2.17	3.1	2.34
zone	2.3	2.77	2.8	2.62
zoom	2.97	3.43	3.75	2.38
