word	imageability (young adults)	imageability (older adults)	emotionality (young adults)	emotionality (older adults)
Luftpumpe	85.9	90.52	4.89	27.63
Luftröhre	69	68.59	-14.89	16.7
Lüge	15.47	31.04	-59.16	-66.89
Luke	66.5	83.39	5.11	9.25
Lümmel	38.47	65.17	-7.89	-28.05
Lumpen	75.37	81.7	-29.72	-34.65
Lunge	69.55	80.52	-6.68	24.26
Lupe	84.7	90.65	12.84	27.79
Lurch	73.15	85.14	12.11	16.05
Lutscher	85.53	84.23	31.28	20.9
Luxus	41.65	51.3	21.11	39.74
Macht	33.48	39.3	-36.12	-25.52
Machwerk	25.35	35.17	1.84	-19.16
Mädchen	72.05	91.92	48.12	70.88
Made	81.5	87.04	-43.68	-49.79
Madonna	83.25	78.42	13.11	20.26
Magazin	67.75	71.7	17.47	15.47
Magd	65.3	73.48	0.32	4.5
Magen	73.15	79.61	-4.37	10.16
Magnet	78.52	78.55	12.37	18.05
Mahl	59.15	69.13	28.78	37.94
Mähne	82.5	87	20.37	8
Mai	45.7	73.09	39.47	62.95
Maikäfer	86.5	94.39	45.26	45.21
Mais	88.7	87.26	27.16	33.05
Majestät	58	59.96	1.53	-7.58
Makel	31	43.35	-26.56	-31.32
Makrele	70.71	87.83	9.11	33.89
Mal	36.95	56.87	2.83	0.42
Maler	69.47	84.78	30.79	29.58
Malkasten	81.95	92.09	30.05	25.89
Mammut	90.9	76.09	25.95	14.58
Management	26.74	42.91	-18.56	11.63
Mandel	81.11	89.96	27.68	39.68
Manege	76	85.7	10	25.15
Mangel	30.24	43.26	-52.42	-51.32
Mango	85.43	88.35	39.33	38.79
Mann	83.05	91.57	24.33	32.16
Mannschaft	66.8	80.52	25.06	30.84
Mantel	79.15	94.22	27.28	44.84
Mappe	71	88.57	7.06	15.42
Märchen	48.8	63.57	56.68	40.37
Marder	80.85	91.95	10.11	-7.37
Markierung	49.24	70.65	5.11	15.32
Markstück	78.73	84.83	11.67	37.58
Markt	75.45	82.35	19.78	39.42
Marmor	80.57	91.52	24.58	33.11
Mars	79	73.5	27.79	19.89
Märtyrer	54.4	52.35	-48.72	-26.05
Marzipan	71.85	85.26	17.11	55.37
Masche	56.11	70.41	-10.5	5.37
Maschine	60.57	80.78	-7.61	18.89
Maske	83.71	83.65	-14.39	-8.16
Maßnahme	14.33	38.18	-10.72	-4.47
Mast	81.52	77.17	2.16	8.11
Matratze	85	85.95	20.11	22.89
Matrose	77	90.39	12.78	26.32
Matsch	69.43	79.32	-13.42	-29.68
Mauer	84.9	91.48	-28.44	-5
Maul	77.11	89.61	-12.61	-0.53
Maulwurf	92.75	85.61	23.47	7.95
Maurer	67.65	83.7	-1.61	20.89
Maus	96.05	90	17.22	-9.63
Mauseloch	77.5	77.87	1.58	-4.42
Medaille	85.21	84.87	32.61	29.26
Medizin	52.84	75.43	30.17	39.32
Meer	92.15	89.74	79.74	55.16
Mehl	83.32	88.87	10.17	26.74
Meineid	19.52	41	-41.63	-64.53
Meinung	14.24	31.87	17.74	18.74
Meise	84.79	88.39	23.89	54.05
Meißel	69.6	90.35	-10.5	4.74
Meister	47.1	70.68	19.37	36.16
Melodie	47.95	48.3	59.28	56.26
Melone	91.2	93.83	34.28	38.05
Mensch	66.45	85.95	25.89	54.63
Menü	57.24	75.14	38.37	47.11
Merkmal	24.2	40.04	2.17	17.21
Messer	95.6	93.35	-24.05	-10.32
Metall	66.9	73.57	1.72	8.53
Meter	54.42	72.27	10.42	13.3
Methode	20.85	32.63	9.56	10.53
Metzger	77.95	86.43	-16.74	8.83
Mikado	84.4	79.65	21.42	18.79
Mikrofon	91.41	89.65	17.78	7.16
Mikroskop	94.94	91.57	13.84	32.58
Milch	89.18	91.36	38.33	59.89
Million	48.2	60	36.83	48.85
Minirock	89.42	89.04	32.94	33.79
Minister	46.6	62.35	-11	0.58
Minute	28.86	55.09	1	14.74
Misserfolg	17	34.83	-58.28	-61.89
Mist	78.52	80.52	-29.26	-34.16
Mistel	75.1	88.36	19.11	30.95
Mitglied	27.24	46.96	12.5	15.21
Mittag	41.9	69.48	35.44	46.79
Mitte	40.7	63.04	16.17	10.58
Mittel	37.07	42.88	7.17	2.89
Mixer	84.25	80.43	21.11	30.95
Möbel	72.32	85.77	9.28	37.16
Möbelstück	66.57	83.22	5.79	22.79
Modell	50.16	66.61	9.79	19.47
Mofa	84.21	86.73	-2.42	4.32
Mohr	57.94	77.43	-14.59	17.84
Möhre	93.35	96.18	16	49.16
Mohrrübe	88.84	94.86	20.72	49.68
Mokassin	73.94	79.43	27.58	19.05
Monat	26.47	56.3	10.26	9.68
Mönch	78.53	91.39	7.72	12.84
Mond	92.25	90.27	48.83	38.32
Monokel	81.18	90.5	-0.28	-2.37
Moor	79.15	86.05	-7.67	-29.21
Moos	80.71	83.48	30.67	32
Moped	84.3	90.26	4.67	-2.63
Moral	13.05	40.26	6.06	43.79
Mord	51.57	68.61	-84.81	-86.36
Mörder	54.75	55.52	-75.37	-98.37
Morgen	37.52	62.41	33.26	43.53
Mörtel	64.8	76.57	-4.28	4.05
Moskito	82.32	78.05	-21.56	-53.58
Motiv	36.6	45.77	7.11	19.32
Motor	76	88.09	4.11	33.42
Motorrad	92.05	95.04	10	11.32
Motte	86.6	84.48	-17.44	-46.95
Möwe	94.21	93.09	38.28	44.16
Mücke	94.45	92.43	-38	-29.32
Mühe	23.86	42.96	-14.63	4
Mühle	86.53	92.87	24.72	38.84
Mühlrad	80.37	87.39	19.44	29.58
Mulde	68.63	79.09	-0.94	10.63
Müll	80.48	85.65	-42.55	-54.26
Mülleimer	87.81	90.52	-22.67	-13.89
Müllwagen	85.43	92.39	-16.89	-1.21
Mumie	85.5	79.78	-14.42	-27.11
Mund	95.32	94.48	42.79	38.9
Mündigkeit	17.58	32.83	12.06	16.63
Münze	85.89	93.96	12.94	38
Murmel	90.76	89.83	28.37	27.68
Murmeltier	75.62	85.64	44.39	39.84
Muschel	92.86	90.78	36.5	23
Musik	52.63	60.13	69.22	63.63
Musiker	65.9	83.55	44.28	53.6
Muskel	73.5	75.61	13.83	27.42
Müsli	82.52	82.65	31.37	47.63
Muße	20.25	51.78	13.61	45.74
Mut	23.38	44.63	56.68	52.32
Mutter	72.45	87.36	63.84	85.37
Mütze	92.05	93.52	16.42	34
Mythos	25.4	33.74	16.56	13.63
Nabel	85.67	79.65	31.5	10.42
Nachbar	50.16	74.87	6.06	33.75
Nacht	66.84	79.18	43.53	10.47
Nachteil	14.64	33.48	-43.06	-38.42
Nachthemd	81.95	91.09	17.72	30
Nachtigall	74.05	92.78	51.33	60.47
Nachtisch	74.85	82.48	31.11	45.74
Nacken	80.05	84.61	9	14.53
Nadel	91.1	87.36	-23.84	6.84
Nagel	92.85	92.13	-7.16	6.95
Nagellack	76.14	83.09	-1.83	-1.37
Nähe	39.45	48.48	49.67	27.47
Name	27.89	55.3	7.83	21.95
Namenstag	12.67	45	16.16	37.21
Napf	76.11	88.55	-0.63	3.58
Narbe	89.68	85.04	-14.21	-31.26
Narr	55.6	63.04	-14.67	-4.89
Narzisse	69.74	90.43	23.58	51.21
Nase	93.76	95.78	10.83	30.11
Nasenloch	84.19	94.57	-2.56	17.11
Nashorn	92.37	95.91	21.32	21.32
Nässe	60.95	68.87	-22.61	-38.21
Nation	32.89	51.41	-10.61	23.65
Natter	85.45	83.64	-10.11	-35.42
Natur	62.21	72.48	59.95	71.89
Nebel	87.4	81.45	8.56	-24.05
Neffe	34.19	60.91	8.11	35.37
Neglige	74.67	74.95	33	40.37
Neid	30.67	31.09	-56.21	-62.05
Neigung	29.37	41.52	7.06	20.05
Nektar	59.38	62.78	26.33	46.74
Nelke	79.74	93.23	19.83	55.32
Neon	58.55	58.73	-3.42	6.45
Nest	84.3	91.91	36.89	39.37
Netz	84.5	89.91	-11.06	7
Neujahr	37.45	66.52	48	36.63
Nichte	43.15	71.22	16.83	49.42
Niere	71.2	87.05	-19.42	10.47
Nilpferd	92.89	88.3	36.11	34.84
Niveau	19.25	34.52	18.44	27.63
Nixe	78.05	74.5	31.89	27.21
Nonne	86.63	89.68	-8.61	23.53
Nordsee	76.32	88.83	38.58	58
Nordwesten	36.2	47.83	14.83	6.42
Norm	24.35	36.7	-27.95	2.05
Not	30.52	48.83	-58.58	-68.9
Note	80.1	73.04	-0.61	23.58
Notfall	41.1	56.59	-53.67	-47.68
Notiz	54.4	61	6.06	21.84
Nougat	77.9	84.13	16.74	57.89
Nudel	89.85	90.18	34.89	41.37
Nuss	89.89	92.65	23	46.68
Nüstern	80.37	77.64	20.16	12.32
Nutzen	15.79	32.52	21	28.42
Oase	84.18	80.61	63	53.58
Oberarm	85.77	89.26	13.17	24.35
Oblate	77.24	86.35	9.39	33.05
Oboe	80.3	85.25	22.83	48.74
Obst	82.7	92.35	50.21	65.53
Ochse	82.35	90.91	14.72	13.95
Ofen	87.41	94	33.06	40.89
Offenheit	22.05	28.83	54.37	63.84
Offizier	67.4	81.65	-27.17	-16.42
Ohr	93.58	92.43	26.56	28.53
Ohrfeige	70.4	80.43	-51.95	-51.85
Ohrring	89.24	90.68	30.28	20.95
Öl	79.29	86.04	-13.61	24.32
Olive	91.16	92.14	25.89	44.37
Oma	79.95	89.13	52.89	86.95
Omelett	80.95	90.59	31.17	45.26
Omnibus	84.85	94.73	15.37	32.53
Onkel	65.25	77	28.11	44.16
Opa	77.57	92.13	33.11	74.74
Opfer	44.68	53.43	-59.79	-41.55
Opium	40.65	57.39	-15.37	-56.89
Orchester	81.39	85.87	36.42	56.74
Orden	70.85	84.78	9.84	2.95
Ordnung	33.75	53	7.84	49.42
Organ	62.47	76.96	2.79	16.16
Orgel	88.1	91.96	25.26	50.42
Orkan	62.35	75.13	-38.06	-63.95
Ort	43.3	61.36	7	16.47
Osten	33.35	56.52	-0.61	21.05
Ostern	59.38	74.46	37.56	56.79
Ostsee	81.84	84.61	57.16	62.68
Otter	80.26	85.48	28.22	12.11
Ozean	81	88.5	72.22	31
Paar	65.55	83.04	48.22	33.42
Päckchen	85.2	88.22	38.67	31.95
Paddel	86.9	88.65	27.21	15.65
Page	72.76	72.57	0	13.21
Paket	86.74	92	27.94	36.68
Palast	81.14	86	23.37	17.42
Palme	92.47	91.83	49.05	44.74
Panik	49.58	46.52	-59	-70.79
Panther	90.33	89.57	35.56	-22.89
Pantoffel	84.5	93.13	12.11	24.42
Panzer	91.55	88.22	-48.61	-62.58
Papagei	93.65	92.22	37.78	37.74
Papier	82.95	88.17	13.72	31.53
Pappe	77.25	87.17	5.11	14
Paprika	91.7	91.18	28.33	40.37
Papst	85.33	87.26	-34.83	16.84
Papyrus	69.65	66	21.33	16.84
Parade	77.05	74.39	11.39	4.84
Paradies	59.42	52.73	60.11	66.84
Parfum	81.05	69.39	41.06	33.95
Park	83.33	88.13	47.26	61
Parole	28.95	32.61	-33.28	-12.47
Partei	40.84	52.04	-30.42	-9.42
Pascha	42.14	62.43	-41.94	-28.5
Pass	78.65	84.59	-2.11	32.42
Passagier	47.16	79.17	18.83	20.26
Paste	63.52	78.78	12.83	10.9
Patent	22.89	50.17	17.11	27.21
Pater	53.75	71	-6.33	16.95
Patrone	78	78.57	-14.26	-51.84
Pause	36.1	49.48	36.89	41.89
Pedal	79	90.09	10.68	21.11
Pedant	31.26	53.7	-45.06	-28.84
Peitsche	83.32	90.3	-32.06	-48.42
Pelikan	90.95	86.27	29.78	44.42
Pelz	81.6	88.74	-3.94	26.37
Pergament	70.38	76.52	19.28	19.35
Perle	92.58	90.04	45.58	48.37
Person	45.32	73.04	1.94	18.35
Perücke	83.3	89.43	-21.26	-8.79
Pest	45.63	55.41	-75.67	-87.55
Pfad	70.81	83.86	24.5	25.45
Pfahl	75	89	-14.79	4.74
Pfand	40.71	57.48	-4.83	-1.68
Pfanne	92.24	92.96	17.37	26.05
Pfarrei	49.21	67.59	-18.94	20.05
Pfarrer	73.15	81.32	-2.72	24.68
Pfau	89.35	94.48	33	50.16
Pfeffer	83.85	88.52	21.53	12.21
Pfeife	86.38	93.32	0.32	9.37
Pfeil	87.81	86.13	-3.56	-14.26
Pfennig	88.9	94.26	11.44	25.11
Pferd	92.65	96.59	36	51.84
Pfiff	54.36	57.55	6.42	0
Pfingsten	28.45	54.55	28.53	52.84
Pfirsich	90.25	94.67	44.5	60.42
Pflanze	81.68	86.59	37.89	44.11
Pflaster	87.63	84.61	1.33	6.58
Pflaume	90.95	94.55	35.63	47.32
Pfleger	64.1	73	-7.22	40.95
Pflicht	21.7	34.75	-26	25.89
Pflug	80.62	94.43	4.56	27.8
Pförtner	68.25	86.96	-0.89	13.16
Pfote	89.52	89.3	27.94	17.42
Pfund	39.52	64.17	5.67	10
Pfütze	84.75	85.87	-3.44	-17.42
Phantasie	22.67	37.13	58.84	40.4
Pharao	79.95	76.09	24.56	3.79
Phase	24.67	32.65	1.33	6.79
Philosoph	36.4	52.96	31.53	31.35
Phrase	18.05	33.5	-17.59	-33
Physiker	42.89	65.14	10.56	29.79
Pianist	73.7	86.17	39.2	42.3
Pickel	82.42	82.78	-50.67	-47.05
Pille	88.7	90.04	-5.44	-4.8
Pilot	71.95	86.61	25.74	42.15
Pilz	93.14	93.52	14.06	32.16
Pinguin	93.95	92	47.53	54.26
Pinie	74.45	84.95	37.33	38.21
Pinnwand	87.6	86.91	9.89	19.42
Pinsel	90.95	91.73	21.89	9.11
Pinzette	95.14	81.22	-2.22	7.37
Pionier	51.22	65.91	11.11	19.53
Pirat	83.4	70.35	-1	-36.58
Pistole	94	92.17	-42.94	-71.7
Plakat	77.95	86.57	23	11.63
Plan	54.86	61.96	25.37	21.74
Plane	69.14	82.35	2.06	12.68
Planet	79.58	86.32	39	32.11
Plastik	68.9	68.13	-13.33	10.11
Platte	78.95	81.35	23.61	4.68
Platz	62	73.22	12.5	19.84
Plombe	71.6	81.65	-40.11	-9.47
Plüsch	57.74	81.39	28.72	17.84
Pluto	66.25	50	25.33	3.74
Podest	73.4	83.39	10.17	14.32
Pokal	87.67	82.35	21.11	32.84
Pol	57.86	67.73	17.53	8.79
Politik	24.8	48.04	-13.47	-8
Polizei	79.33	92.41	-17.67	7.74
Polizist	81.25	91.36	-10	8.21
Polohemd	82.2	86.41	-1.39	27.37
Polster	67	80.91	24.83	33.95
Pomade	60.6	71.52	-17.35	-17.11
Pony	89.3	93	32.37	51.95
Portion	59.3	58.32	2.68	18.26
Portrait	71.71	85.22	34.28	23.11
Porzellan	71.89	87.91	21.44	53.89
Posaune	85.58	92.26	24.33	28.63
Post	79.84	85.26	21.63	36.05
Postfach	54.84	79.22	-0.39	13
Postkarte	86.25	91.57	39	31.47
Pracht	43.05	52.41	42.44	33.47
Prädikat	25.14	33.13	2.22	26.84
Praline	88.05	91.26	17.06	58.63
Pranke	73.62	87.09	-6.68	-17.68
Präsident	56.95	75.65	-15.26	14.37
Praxis	50.68	56.39	1.44	16.05
Predigt	52.68	49.65	-24.59	13.68
Preis	43.55	54.95	5	13.32
Presse	58.21	67.22	11.33	9.58
Prestige	24.36	24	2.18	15.15
Priester	67.64	76.22	-1.17	19.16
Prinz	71.43	75.96	27.17	9.63
Prinzessin	80.05	72.09	40.83	20.32
Prinzip	18.4	35.96	6.17	22.58
Pritsche	73.25	84.22	-29.89	-7.37
Problem	19.05	30.87	-39.62	-30.28
Professor	56.35	68.61	17	38.95
Profil	48.52	59.96	6	17.95
Profit	33	39.52	-10.58	-0.74
Programm	36.9	47.86	7.22	19.79
Projekt	20.95	47.52	26.67	7.95
Prophet	50.81	42.5	-6.61	11.05
Prothese	78.15	81.35	-44.32	-43.26
Protokoll	51.68	63.3	-17.39	7.26
Prozent	43.1	52.59	1.5	7.26
Prozess	31.8	52.78	-21.26	-32.68
Prüfung	44.2	52.82	-37.83	-14.58
Pudding	84.37	91.57	38	45.63
Pudel	90.79	92.43	-6.05	34.37
Puder	72.1	78.18	12.17	8.32
Pullover	85.53	93.55	39.11	45.26
Pult	83.1	82.55	2	8.68
Pulver	71.7	69.74	-3.28	-1.68
Puma	84.79	87.96	25.89	-3.11
Pumpe	77.4	88.43	6.35	20.53
Punkt	91.11	86.57	6.72	11.25
Pupille	85.9	91.48	9.39	28.11
Puppe	88.29	90.45	15.28	41.63
Püree	82.9	81.57	27.33	28.32
Purzelbaum	73.35	78.22	30.61	28.26
Puzzle	86.4	91.14	30.11	33.42
Quader	76	73.3	-2.11	2.89
Quadrat	91.05	91.52	2.42	16.47
Qualität	22.52	38.22	30.11	54.63
Qualle	91.35	88.05	-22.28	-39.63
Qualm	81.86	81.39	-46.56	-54.25
Quark	77.37	90.22	25	47.47
Quarz	52.85	61.23	2.42	15.53
Quaste	66.72	72.48	3.71	13.79
Quelle	75.45	84.87	45.94	50.63
Quitte	70.47	87.57	20.06	20.42
Quittung	69.53	76.3	-15.58	11.74
Rabe	89.86	92.43	5.84	24.26
Rad	95.85	94.83	32.74	38.68
Radieschen	89.4	94.09	21.83	42.21
Radio	89.62	92.91	25.05	45.63
Rahmen	73.95	83.57	1	13.68
Rakete	90	88.04	4.33	-42
Ranzen	77.81	87.96	6.61	17.63
Rasen	83.24	90.96	17.42	41.74
Rasierer	83.25	85	1.68	17.74
Raspel	68.85	80.87	2.28	4.68
Rassel	80.95	67.74	16.5	-2.42
Rat	23.42	31.48	30.05	42.21
Rate	26	38.7	-30.78	-13.53
Rathaus	75	84.64	2.78	17.37
Rätsel	42.47	75.04	25.53	22.16
Ratte	91.05	91.39	-26.78	-58
Raub	48.7	58.13	-53.89	-83.47
Räuber	71.25	70.43	-37.94	-80.58
Raubtier	74.29	85.5	5.78	-29.95
Rauch	89.74	80.68	-38.44	-35.58
Raum	72.7	81	14.16	18.95
Raumschiff	83.83	80.26	31.33	18.63
Raupe	92.5	90.39	16.5	-29.58
Raute	74.5	66.73	4.17	12.16
Rebhuhn	66.19	88	11.63	33.55
Rechen	71.8	83.64	6.61	11.17
Rechnung	63.86	72.91	-33.89	-31.32
Recht	32.24	36.74	13.28	49.11
Rechteck	87.16	93.65	-3.53	10.11
Reck	74.91	84.52	-7.89	8.5
Redakteur	49.32	64.26	17.67	17.63
Rede	40.29	48.74	17.37	16.47
Redner	57.45	68.39	0	5.79
Reflektor	67	61.59	8.39	11.16
Reflex	44.47	39.26	23.06	16.89
Regal	83.9	89.82	6.74	24.45
Regel	35.86	37.52	-14.17	15.47
Regen	80.89	88.13	23.94	1
Regierung	38.15	54.91	-18.11	-1.37
Reh	88.4	92.22	43.63	61.65
Rehkitz	90.15	87.74	36.79	60.74
Reife	22.62	42.04	25.89	35.79
Reifen	86.29	91.17	7.37	20.16
Reihe	62.11	57.43	-3.06	12.53
Reis	86.95	95.04	22.06	38.11
Reise	41.71	68.48	68.44	60.37
Reisig	63.89	84.26	4.94	16.32
Reiter	80.8	87.35	19.61	33.05
Reiz	28.95	37.74	15.58	14.89
Reklame	61.6	71.5	-34.33	-3.53
Rekord	33.7	48.04	25.44	22.79
Rekrut	60.95	70.65	-30.37	-31.05
Rektor	50	64.04	-11.5	13.47
Relief	56.9	69.52	16.11	21.32
Rennen	64.6	70.7	9.95	13.26
Rennrad	88.86	92.32	15.74	16.95
Rennwagen	83	88.39	16.78	-6.05
Reptil	75.6	85.43	2	-29
Republik	30.05	49.52	9.33	21.05
Reserve	35.8	40.78	12.33	29.16
Rettung	37.85	58.09	57.78	62.95
Reue	14.4	39.48	-7.47	5
Revolver	90	89.32	-25.72	-74.65
Rezept	58.32	77.3	36.16	20.95
Rhabarber	85.2	94.43	17.83	40.53
Richter	70.8	75.7	-5.21	5.26
Richtung	40.65	46.87	6.06	12.05
Riegel	72.48	86.22	-4.21	4.32
Riemen	72.6	85.04	-1.83	2.11
Riese	82.14	90.61	8.26	-11.37
Rind	86.8	91.52	14.67	26.89
Rinde	76.1	86.74	23.72	13.9
Ring	93.95	94.74	40.11	43.37
Rippe	83.6	82.18	-0.28	17.95
Ritter	83.53	79.82	22.5	3.2
Robbe	89.75	92.17	41.16	42.74
Roboter	88.33	79.57	0.53	-2.74
Rock	90.67	92.22	37.26	25.74
Roggen	75.11	87.39	11.61	37.26
Rohr	80.26	88.48	5.53	7.11
Rohrzange	82.28	87.22	-8.94	18.05
Rolle	63	82.87	6	21.32
Roller	86.73	86.22	22.63	33.26
Rollstuhl	93.75	88.41	-39	-47.68
Rom	68.45	85.87	43.56	47.47
Roman	62.5	72.77	43.21	39.74
Römer	64.65	66.36	11.47	13.11
Rose	96.43	96.74	47.89	67.16
Rosenkohl	86.7	93.39	10.79	38.05
Rosine	83.72	94.48	14.56	52.42
Rost	77.53	81.09	-20.78	-38.26
Rotkohl	90.38	89.83	24.22	38.84
Rübe	83.19	92.77	6.53	22.63
Rubin	73.19	79.05	29.56	47.74
Rubrik	33.57	48.13	5.44	8.53
Rücken	84.53	88.65	15.33	13.63
Rückgrat	40.37	76.73	22.94	27.32
Rucksack	94.11	90.61	40.58	24.37
Rudel	70.84	74.43	7.39	-0.79
Ruder	90.25	90.65	23.33	24.79
Ruf	44.52	53.13	5	12.37
Ruhe	34.71	53.09	65.06	68.32
Ruhm	31.85	30.83	28.44	20.58
Ruine	74.8	85	-5	-34.74
Rundfunk	37.95	72.23	21.56	37.32
Rüssel	86.25	91.14	21.17	20.42
Rüstung	78.65	71.96	3.17	-40.26
Rutsche	88.3	87.3	30.89	16.37
Saal	79.9	85.86	21.16	14.68
Säbel	83.75	87.48	-8.21	-36.75
Sache	26.37	53.5	4.33	5.74
Sack	90.58	91.23	-1.72	-2.84
Saft	78.25	85.96	29.28	46.53
Säge	91.81	89.61	-15.79	8
Sahne	85	83.7	25	44.05
Salami	92.25	91.87	11.5	43.2
Salat	88.85	93.05	33.5	48.84
Salbe	71.38	82.83	22.32	33
Salon	64.95	75.96	27.83	26.4
Salz	83.85	89.09	11.79	26.11
Samen	77.09	88.27	20.11	33.05
Samt	71.29	78.91	50.28	39.32
Sand	87.89	87.43	42.79	29.21
Sandale	82.58	90.74	25.83	31.53
Sandburg	85.65	89.52	48.5	33.68
Sandkiste	77.68	88.91	27.21	14.6
Sandwich	85.21	86.32	34.89	28.58
Sänfte	65.47	79.91	8.74	11.53
Sanftmut	20.24	41.57	56.63	59.16
Sänger	70.56	80.52	37.72	48.58
Sardine	79.05	87.09	4.17	33.42
Sarg	92.79	88.78	-64.94	-88.47
Satan	55.52	50.61	-54	-72.05
Satellit	77.85	78.48	14.83	26.11
Satin	65.62	66.39	22.58	19.42
Sattel	88.4	87.78	21.89	16.75
Saturn	74	78.57	21.06	16.21
Satz	34.05	52.23	7.74	21.84
Sauberkeit	35.35	64.13	30.84	71.68
Sauerkraut	82.19	89.61	7.84	42.42
Sauerstoff	40.45	49	41.28	59
Säugetier	54.11	84.09	28.79	29.95
Säule	85.05	87.48	19	17.72
Saum	62	82.91	9.78	6.94
Sauna	87.8	85.65	40.44	29.1
Säure	56.67	45.91	-34.95	-51
Saxophon	93.42	93.74	28.21	40.11
Schabe	76.89	76.13	-36.67	-66.05
Schablone	74.58	76.65	3.72	12.6
Schach	85.24	83.61	28	32
Schachtel	86.1	83.65	10.68	13
Schädel	87.5	88.95	-16.44	6.95
Schaden	39.24	52.74	-46.61	-64.84
Schaf	93.33	94.83	25.17	33.95
Schäfer	76.63	87.7	31.16	32.89
Schaffner	66.32	86.61	-7.44	12.3
Schal	88.2	92	33.11	40.6
Schale	81.62	84.83	7.33	11.37
Schalmei	50.65	76.17	15.94	14.42
Scham	43.35	41.3	-40.5	-25.16
Schatten	78.62	77.74	3.56	3.47
Schatulle	77.4	77.73	20.47	23.95
Schatz	73.95	69.39	54.74	53.79
Schau	32.85	60.59	8.78	17.68
Schaufel	87.4	90.05	-2.47	2.37
Schaukel	84.55	93.96	34	36.58
Schaum	81.24	83.91	21.5	11.63
Schauspiel	46.91	67.64	24.61	44.56
Scheck	65.57	89.22	24.16	47.16
Scheibe	69.55	80.87	4	17.53
Scheich	73.35	70.5	-2.28	-13.89
Schelm	39.84	65.96	29	22.58
Schema	28.1	43.48	-0.5	3.21
Schemel	76.25	87.57	10.44	11.58
Schenkel	77.9	90.74	25.61	17.26
Scherben	75.53	85	-33	-38.26
Schere	92.79	93.26	-1.39	7.37
Scherz	22.15	43.05	36.5	52.45
Scheu	27	37.17	-11.17	-19.53
Scheusal	33.6	49.35	-49.56	-63.53
Schicksal	21.29	29.87	-23	-0.11
Schienbein	78.38	82.17	-0.61	7.26
Schiene	81.2	83.91	0.56	14.74
Schiff	94.76	94.35	39.5	46
Schild	84.25	84.96	9.89	11.05
Schilf	79.86	88.13	30.28	25.78
Schimmel	88.05	79.65	-30.67	-41.32
Schimmer	55.45	39.35	18.37	15.32
Schimpanse	92.3	93.43	31.28	43.79
Schindel	52.6	82.04	-10.06	6.63
Schinken	87.53	89.83	32.39	38
Schippe	83.81	90.96	5.42	17.84
Schirm	89.19	94.83	16.56	36.53
Schlacht	63.95	63.39	-35.28	-74.53
Schlaf	50.6	59.48	69.28	64.7
Schlafsack	93.21	87.43	41.06	26.89
Schlagzeug	94.11	87.22	33.5	14.42
Schlamm	81.67	83.65	-17.58	-31.53
Schlange	92.1	92.95	-12.94	-44.47
Schlauch	78.71	88.61	6.39	14.84
Schleier	82.86	79.83	4.05	-9.47
Schleife	84.85	90.32	28	20
Schleim	78.9	64.78	-48.33	-22.21
Schlemmer	32.5	68.23	32.59	15
Schleuder	77.53	79.68	-6.06	-15.85
Schleuse	72.14	88.32	8.89	20.68
Schlinge	80.62	79.43	-37.89	-35.53
Schlips	89.3	90.14	-6.72	22.95
Schlitten	93.19	92.96	37.78	41.79
Schloss	90.05	88.22	39.33	39.53
Schlosser	61.9	87.13	7.89	17.42
Schlucht	80.95	84.78	-10.47	-9.55
Schlüssel	91.15	94.7	14.21	26.26
Schmalz	74.71	83.22	-10.05	26.26
Schmerz	35.15	48.65	-68.61	-55.84
Schmied	68.84	88	18.5	31.05
Schminke	74.7	74.17	19.56	12.26
Schmuck	87.05	84	21.72	40.79
Schmutz	71.24	74.82	-30.22	-52.79
Schnabel	86	88.91	14.11	17.26
Schnaps	76.05	85.95	-6.05	-32.26
Schnauze	78.32	78.96	-4.17	-6.15
Schnecke	92.16	88.27	6.11	-2
Schnee	90.8	93.52	62.32	45.74
Schneeball	86.5	92.14	37.5	24.15
Schneemann	95.38	93.87	60.58	48.84
Schneider	63.05	84.5	19.26	29.16
Schnorchel	83.78	82.43	25.78	10.74
Schnupfen	58	72.87	-30.56	-53.89
Schnur	85.38	90.61	2.39	15
Schock	42.95	43.83	-51.33	-52.1
Scholle	71.26	86.65	4.58	33.47
Schöpfer	27.15	38.91	7.32	27.68
Schoß	66.67	82.23	37.83	22.26
Schotter	73.19	78.43	1.39	-7.79
Schramme	77.4	81.43	-23.89	-28
Schrank	90.05	94.32	10.11	21.32
Schranke	86.65	87.91	-18.63	-0.11
Schranktür	87.26	91.04	-1.58	10
Schraube	93.63	89.82	0.63	7.58
Schrei	50.24	44.45	-41.32	-43
Schrift	63.47	84.09	27.61	32.63
Schritt	48.55	70.36	12.84	16.68
Schrubber	76.9	85.86	-15.37	-3.42
Schublade	79.89	90.7	-3.5	9.68
Schuh	91.58	95.61	8.22	37.21
Schuld	12.11	35.61	-52.56	-59.74
Schule	70.47	86.38	6.28	36.05
Schüler	65.25	77.65	9.56	34.63
Schulhof	71.05	87.35	6.72	12.79
Schulkind	71.52	86	22.61	53.2
Schulter	84.55	91.04	16	20.55
Schund	30.9	49.09	-30.79	-46.89
Schuppen	67.9	83.22	-15.17	-16.63
Schürze	75.71	91.52	7.28	20.21
Schüssel	88.57	90.91	7.39	22.79
Schwäche	27.84	45.22	-20	-44.58
Schwalbe	85.62	92.17	27.44	55
Schwamm	83.2	94.04	21.72	11.58
Schwan	93.21	92.61	41	59.26
