word	valence	arousal	dominance	concreteness	imageability	age of acquisition
pęknięcie	3.82	4.38	3.84	3.02	7.14	7.92
pępek	4.70	3.42	5.08	1.80	8.16	5.90
pętla	4.36	4.14	4.22	2.36	7.48	8.78
piać	4.58	4.06	5.00	3.98	6.86	7.66
piana	5.56	3.24	4.88	2.32	7.76	6.40
piasek	5.92	3.04	4.50	1.96	7.90	6.58
piastować	5.37	3.10	6.35	5.36	4.25	12.55
piątka	6.66	4.56	6.20	3.90	7.42	6.90
pić	5.74	3.98	5.16	3.58	7.62	5.12
pić mleko	6.04	2.90	5.04	2.74	7.78	5.98
pić na umór	2.98	5.46	3.04	4.52	6.94	11.44
piec	5.92	3.24	5.32	2.18	7.62	6.92
piecyk	5.72	3.58	5.36	1.94	7.50	8.48
pieczenie	5.26	4.10	5.02	3.64	6.82	7.52
pieczęć	5.36	3.30	6.00	2.37	7.26	9.62
piedestał	5.48	4.13	6.78	4.70	5.70	12.36
piekarnik	5.82	3.58	5.56	1.64	7.98	7.56
piekarz	5.72	3.12	5.44	2.12	7.78	7.78
piekło	2.52	6.52	4.64	6.56	7.06	7.80
pielęgniarka	5.70	3.44	5.18	2.50	8.02	8.30
pieniądze	6.70	5.00	6.52	2.78	7.76	7.12
pieniek	5.00	3.20	4.70	1.92	7.32	8.64
pień	5.20	3.14	5.12	1.98	7.70	7.58
pieprz	5.36	3.82	5.10	1.98	7.82	7.18
pieprzyć	4.53	5.88	5.10	4.22	6.91	10.05
pieprzyć głupoty	3.32	6.00	4.18	5.40	5.92	11.92
pierdnięcie	3.30	4.40	3.54	3.44	7.24	8.08
pierdzielić	3.44	5.44	4.40	5.57	5.50	10.38
pierś	6.36	4.48	5.54	2.26	8.16	8.40
pierścień	6.04	3.78	6.12	2.04	7.98	9.08
pierzchać	4.21	4.40	3.96	4.56	5.50	11.98
pies	6.74	3.84	5.04	1.55	8.30	5.80
piesek	6.82	3.68	4.70	1.76	8.18	5.34
pieszczoch	6.88	3.00	4.74	4.30	6.46	8.08
pieszczota	7.40	4.98	5.36	5.08	6.88	9.44
pieszy	5.14	3.18	4.84	2.88	7.22	7.62
piękno	7.78	4.04	6.54	7.08	5.68	7.62
piękny	7.60	4.34	6.40	6.42	5.84	6.96
pięść	4.42	4.76	6.30	2.02	7.80	7.26
pięta	4.78	3.18	4.64	2.06	8.00	6.94
piętro	5.26	3.28	5.22	2.38	7.00	7.36
pigułka	4.50	3.94	4.90	1.80	7.84	9.34
pijak	2.76	5.40	2.72	2.84	7.58	9.34
pijany	3.74	5.92	2.90	4.06	7.44	9.36
pikanteria	6.00	5.52	5.58	5.62	4.94	12.64
pikantny	5.88	5.50	6.04	4.72	6.82	8.00
pilny	5.82	3.60	6.58	5.88	5.50	7.80
pilot	5.76	3.74	7.02	2.34	7.58	6.64
pilotować	5.70	4.22	7.12	4.08	6.60	10.12
pilotowanie	5.48	4.16	6.78	4.34	6.54	9.62
piła	4.40	4.96	5.60	1.70	7.80	7.62
piłka	5.88	4.18	5.26	1.54	8.26	4.86
piłka nożna	5.82	4.14	5.34	2.56	8.00	6.92
piłować	4.58	4.24	5.42	3.42	7.18	8.58
pionek	4.74	2.82	3.56	2.22	7.78	7.94
pionowo	5.28	2.88	5.78	4.24	6.88	8.82
piorun	4.98	5.06	6.06	2.76	8.14	7.04
piosenka	6.74	4.30	5.80	3.48	6.52	5.86
piosenkarz	5.94	4.46	5.72	2.38	7.38	7.44
pióro	5.82	3.26	5.68	1.76	8.04	7.86
pióropusz	5.74	3.64	5.88	2.18	7.18	9.02
pirat	4.64	4.46	6.28	2.60	8.00	6.56
pisać	5.50	3.28	5.74	3.38	7.10	7.24
pisać na maszynie	5.60	3.06	5.42	3.14	7.64	10.36
pisanie	5.82	3.48	5.64	4.00	7.14	5.62
pisarz	5.74	3.76	6.04	2.98	6.88	8.26
pisklę	5.80	3.28	3.92	1.72	7.78	8.00
pistolet	3.92	5.10	6.20	1.78	7.98	7.52
piszczeć	4.14	4.58	4.04	3.24	7.12	7.26
piwnica	4.88	3.80	3.94	1.84	7.88	7.54
piwo	6.54	4.68	5.28	1.80	8.32	9.16
piwo jasne pełne	6.88	3.64	5.64	1.70	7.57	12.04
pizza	7.12	4.02	5.78	1.50	8.40	7.00
plac	5.46	3.28	5.18	2.06	7.44	7.40
placek	6.30	3.02	4.94	1.86	7.76	7.16
plaga	3.22	4.94	3.58	4.22	6.00	9.86
plakat	5.38	3.40	5.38	2.12	7.88	8.02
plakatowanie	5.00	3.68	5.16	3.96	6.38	10.76
plama	3.92	3.86	3.76	2.34	7.56	6.70
plamka	4.50	3.16	4.20	2.58	7.28	7.22
plan	6.00	3.16	6.56	4.44	6.12	7.88
plandeka	4.98	3.22	5.06	1.84	6.98	11.16
planeta	5.72	3.66	6.24	2.50	7.72	7.72
plaster	4.66	3.24	4.78	1.74	7.84	7.06
plasterek	5.38	2.98	4.68	1.86	7.50	6.60
plastikowy	4.48	2.94	4.34	3.08	7.18	7.24
platan	5.46	3.03	5.30	2.69	5.77	11.50
platforma	5.22	3.48	5.16	2.51	6.80	10.22
plaża	7.24	4.00	5.40	1.86	8.06	6.86
plemię	5.32	3.92	5.56	3.66	6.80	10.54
plener	6.84	3.38	5.28	3.10	7.04	10.56
pleśń	3.20	4.20	3.80	2.12	7.60	9.42
plewy	4.41	3.31	4.00	2.70	5.09	11.65
plik	5.16	2.96	5.41	2.65	6.67	9.40
plon	5.92	3.56	5.62	1.92	6.58	10.00
plotka	3.50	4.48	4.22	5.04	5.18	9.04
plotkarz	3.56	4.72	4.00	3.28	5.57	10.10
plotkować	3.80	5.00	4.54	4.62	6.40	9.42
pluć	3.40	4.82	4.10	3.45	7.38	7.30
plugawstwo	2.73	5.71	3.60	5.94	4.31	12.42
plus	6.46	3.68	6.10	4.76	7.22	6.88
plusk	5.63	3.42	4.82	3.46	7.06	7.00
pluskać	5.96	3.82	4.92	3.86	6.98	7.88
pluskwa	3.08	4.28	3.76	1.94	6.10	10.86
plusz	5.80	3.26	4.52	2.18	6.36	10.02
plwocina	3.00	4.49	3.26	2.62	6.12	12.79
płaca	6.16	4.27	5.54	3.27	5.80	10.60
płacić	4.24	4.48	5.84	3.92	7.06	7.30
płakać	2.78	5.90	2.98	4.06	7.42	5.29
płaszcz	5.56	3.30	5.18	2.18	8.06	7.92
płaszczyzna	5.24	3.24	5.30	3.68	6.26	10.42
płeć	5.38	3.70	5.34	3.46	5.84	8.84
płetwa	5.22	3.20	5.04	1.65	7.88	8.18
płoć	5.34	3.11	4.55	2.46	6.05	11.60
płodny	6.02	3.94	6.18	4.94	5.08	11.02
płomień	5.92	4.90	6.46	3.08	8.00	7.70
płot	4.98	2.64	5.18	2.02	8.00	7.34
płotka	4.94	3.44	4.17	3.26	6.43	10.12
płótno	5.54	3.10	5.14	2.06	7.44	10.16
płuco	5.06	3.06	5.28	2.06	8.04	9.24
pług	5.06	3.14	5.46	2.00	7.16	9.20
płynąć	6.06	3.74	5.24	3.60	7.58	6.56
płyta	5.70	3.28	5.16	2.02	7.52	7.98
pływać	6.18	4.00	5.74	3.72	7.78	6.56
pływak	5.96	3.58	5.50	2.32	7.44	7.70
pływanie	6.16	3.58	5.50	3.34	7.74	6.76
pniak	5.02	3.27	4.90	1.98	7.47	9.88
pobicie	2.80	5.92	4.52	3.48	7.20	8.04
pobić	2.76	6.04	5.28	3.84	6.96	8.02
pobiegać	6.14	4.40	5.58	3.90	6.90	7.48
pobłażliwy	4.68	3.42	4.44	6.40	4.86	10.42
pobożny	5.28	3.37	4.60	6.32	6.04	10.26
pocałunek	7.92	6.00	6.32	3.08	7.86	8.40
pochmurny	3.84	3.82	4.44	4.20	7.42	8.40
pochodnia	6.00	3.76	5.76	2.10	7.40	9.40
pochówek	2.13	5.06	3.15	3.70	7.11	11.37
pochwa	5.28	4.90	4.50	2.20	7.72	11.63
pochwała	6.94	4.18	6.42	6.04	5.16	7.98
pochylnia	4.76	3.54	4.66	2.88	6.60	11.45
pociąg	5.70	3.86	5.66	2.02	8.10	6.44
pocić się	3.30	5.16	3.38	3.38	7.26	7.56
pociemnieć	4.40	3.72	4.53	4.82	5.96	9.66
pocierać	4.82	3.80	4.94	3.98	6.80	8.40
pocieszenie	6.52	3.74	4.98	6.52	5.58	8.48
pocieszony	6.42	4.06	5.10	6.30	4.86	8.64
pocieszyć	6.38	4.24	5.46	5.34	6.16	7.76
pocisk	4.16	5.08	5.76	2.26	7.16	9.20
początek	6.00	3.66	5.76	5.34	4.62	7.00
poczta	5.38	3.40	5.04	2.46	7.78	7.42
poczucie winy	2.84	5.30	3.12	6.74	4.96	9.58
pod wrażeniem	6.78	4.30	5.84	3.56	6.94	8.32
podarunek	3.32	4.22	4.82	3.60	5.22	11.04
podatek	4.26	4.18	2.88	5.96	4.18	10.32
podatny	3.74	4.04	2.60	6.50	4.26	11.92
podatny na sugestię	4.72	3.34	4.70	2.64	7.27	10.78
podbicie (stopy)	4.98	3.18	4.58	1.92	7.58	8.46
podbródek	5.02	3.86	5.56	3.94	6.80	8.42
podciągać	5.08	3.00	4.76	5.76	3.00	8.44
podczas	2.98	4.14	2.76	5.48	5.90	8.24
poddać się	2.94	4.24	2.34	5.76	6.20	8.66
poddanie się	6.06	3.34	4.54	2.32	7.60	9.94
poddasze	3.68	5.04	4.18	5.68	5.34	9.16
podejrzany	3.76	5.04	4.68	6.06	4.38	9.94
podejrzenie	3.71	4.90	4.64	6.44	5.04	10.16
podejrzliwy	7.16	6.16	6.14	6.22	6.10	10.76
podekscytowany	5.00	3.02	4.44	2.12	7.52	8.68
podeszwa	4.02	3.76	4.45	2.34	6.43	12.06
podgardle	5.70	3.38	5.30	1.84	6.57	10.40
podgrzewacz	5.68	3.82	6.02	4.68	4.20	9.76
podjąć się	2.52	5.40	5.00	6.74	4.80	9.90
podłość	7.32	5.74	5.78	5.82	6.58	11.84
podniecenie	6.86	6.54	5.42	5.64	6.92	10.78
podniecony	5.46	3.90	6.12	3.80	6.58	7.48
podnieść	5.90	5.72	5.38	5.62	5.56	11.78
podnieta	5.69	4.98	5.69	6.00	4.63	11.88
podochocony	5.22	4.12	4.92	4.82	5.56	8.64
podpatrzeć	4.38	3.82	4.10	4.50	6.40	9.92
podpełznąć	4.04	3.62	2.80	5.88	4.60	10.24
podporządkowany	5.78	3.72	4.92	4.64	5.16	8.28
podpowiedź	3.18	5.30	3.82	3.90	6.16	10.14
podrażnienie	3.28	4.84	3.98	4.86	5.98	10.50
podrażniona	3.36	4.62	3.70	3.46	5.60	9.04
podróbka	7.38	4.70	5.94	3.98	6.88	6.92
podróż	7.54	5.12	6.30	4.46	7.00	7.84
podróżować	4.74	4.43	5.06	3.96	6.70	7.68
podrzucać	5.28	3.10	5.94	4.04	5.38	8.34
podstawa	3.54	5.22	5.72	5.46	4.54	9.34
podstęp	3.22	4.98	5.66	6.40	4.94	9.82
podstępność	3.32	5.36	5.22	6.46	5.06	9.72
podstępny	6.92	2.66	5.14	2.10	8.14	6.80
poduszka	5.94	3.92	4.82	2.02	7.80	11.62
podwiązka	4.58	4.08	5.36	4.10	5.60	10.20
podwiesić	4.12	4.02	3.54	4.06	5.36	10.68
podwładny	5.66	3.28	5.58	4.02	6.04	8.24
podwójny	5.80	3.22	5.20	2.22	7.26	9.46
podwórze	6.60	5.38	5.68	6.18	4.80	10.72
podzielić	5.78	3.86	5.22	4.30	6.24	7.28
podziękowania	6.82	3.78	5.86	5.72	5.78	8.66
podziw	6.94	4.94	6.22	6.54	5.46	8.96
podziwiany	6.66	4.30	7.00	6.18	5.62	10.10
poezja	6.06	2.78	6.04	5.08	5.98	10.02
poganin	4.64	3.66	4.68	5.10	5.12	10.76
pogarda	2.82	5.80	4.68	6.18	5.12	10.06
pogardliwie	2.92	5.22	4.60	6.18	5.12	9.96
pogardliwy	2.90	5.02	4.34	6.56	4.96	10.50
pogardzanie	2.88	4.96	4.50	6.14	4.86	10.74
pogłaskać	6.58	3.48	5.20	3.90	6.88	6.68
pogoda	6.38	3.44	5.52	4.32	7.08	7.20
pogoda ducha	7.08	3.86	6.00	6.80	5.24	11.30
pogodny	7.32	3.50	6.14	6.14	6.14	8.88
pogrzeb	1.80	5.84	3.04	3.38	7.88	8.82
pogwałcić	2.60	5.92	4.84	5.30	4.62	10.72
pojazd	5.58	3.42	5.52	1.96	7.60	7.18
pojemnik	5.22	3.26	5.22	1.98	7.10	7.86
pojemność	5.62	3.44	5.40	4.00	5.84	9.68
pojęcie	5.32	2.92	5.84	6.48	3.36	9.34
pokaz	5.74	3.88	5.82	4.12	6.54	8.76
pokazać	5.86	4.06	6.02	4.64	6.22	5.90
pokazywać się	5.22	4.04	6.12	4.52	5.76	8.02
poker	5.24	4.22	5.74	2.90	7.20	10.90
pokierować	5.50	3.56	6.56	4.30	5.44	9.66
poklepać	5.44	3.82	5.28	3.48	7.06	7.98
pokład	5.50	3.32	5.20	2.46	6.76	9.08
pokojówka	5.36	3.40	4.40	2.22	7.42	9.80
pokonać	6.16	5.04	6.70	4.71	5.88	8.42
pokonany	3.18	4.68	2.88	5.84	5.66	8.32
pokorny	5.18	3.00	3.50	6.22	5.02	9.58
pokój	6.58	2.96	5.54	2.62	7.76	6.16
pokrętło	5.14	3.32	5.26	2.52	7.04	8.92
pokryć	5.12	4.06	5.86	4.30	5.98	9.72
pokrywać	5.12	3.78	5.74	3.98	5.96	8.82
pokrywać się	5.10	3.60	4.82	4.44	5.72	10.02
polać	5.70	3.98	5.00	3.33	6.64	7.60
polder	5.03	2.61	5.50	2.95	4.31	10.10
pole	5.32	2.98	5.11	2.27	7.47	7.82
pole bitwy	4.08	5.62	6.12	2.86	7.00	9.56
polepszyć	6.54	4.16	6.52	5.14	4.76	8.28
polędwica	5.90	3.32	4.88	1.86	7.58	9.02
policja	4.40	4.88	6.42	3.18	8.10	8.20
policzek	5.40	3.48	5.02	1.94	7.94	5.98
polo	5.04	3.26	5.42	2.56	6.45	11.12
polować	4.68	4.90	6.30	4.04	6.80	8.56
Polska	6.84	4.70	5.40	2.72	7.54	7.06
poluzowany	4.86	3.56	4.18	4.84	5.38	10.62
połączenie	5.44	3.76	5.46	4.56	5.32	8.40
połknąć	4.92	3.98	4.44	3.48	7.40	6.38
położyć	5.46	3.40	5.34	3.72	6.44	6.36
południe	6.04	3.58	5.00	4.24	6.94	7.70
połysk	5.80	3.28	5.86	3.90	7.30	8.92
połyskiwać	5.64	3.60	5.70	4.14	6.74	10.30
pomagać	6.92	4.30	6.42	5.26	5.94	6.86
pomaganie	6.82	3.98	6.24	5.58	5.56	7.40
pomidor	5.78	2.70	5.24	1.86	8.34	6.48
pomiot	3.66	4.08	3.78	4.26	4.43	11.89
pomoc	6.84	3.54	5.58	5.06	5.72	6.90
pomocność	6.82	3.70	6.00	6.18	4.68	9.42
pomocny	6.58	3.48	6.08	5.68	5.32	7.96
pomóc	6.82	4.06	5.92	5.56	5.86	6.54
pompa	5.18	3.98	5.54	1.94	7.02	8.98
pompować	5.02	3.86	5.68	3.58	7.10	9.06
pompowanie	4.98	3.62	5.64	3.74	6.64	8.90
pomścić	3.92	5.66	5.86	5.78	5.16	9.46
pomyłka	3.96	4.84	4.06	5.38	4.72	7.26
pomysł	6.78	4.26	6.26	6.54	5.24	7.28
pomysłowość	7.10	5.08	7.00	6.82	5.08	9.42
pomyślność	6.96	3.88	6.40	6.72	4.38	9.82
ponad	5.54	3.62	6.22	6.28	4.66	7.92
ponaglać	3.68	4.78	5.44	4.84	5.84	11.14
poncz	5.55	3.58	5.12	2.24	6.98	12.12
ponętność	6.59	5.38	6.08	5.98	5.92	11.94
poniedziałek	3.80	4.60	4.26	4.40	5.22	6.46
poniżenie	2.46	5.80	2.56	6.48	5.06	10.02
poniżyć	2.56	5.80	3.96	5.72	5.16	10.28
ponury	3.10	3.60	3.82	6.20	6.14	8.22
pończocha	5.82	3.80	4.78	1.86	7.54	10.34
pop	5.22	3.28	5.52	3.84	6.16	10.42
popełnić	4.22	4.40	4.86	5.10	4.36	9.04
popieścić	6.42	5.38	5.52	4.73	6.38	10.74
poprawiać	4.96	4.00	5.62	4.74	5.60	7.76
poprawka	3.90	4.52	4.58	4.16	5.96	9.74
poprzeczny	5.00	3.12	4.88	4.62	5.72	10.74
popularność	5.94	5.08	6.58	6.56	5.70	8.92
popularny	6.02	4.78	6.60	6.10	5.92	8.16
popychać	3.86	4.78	5.14	4.06	6.70	7.14
por	5.26	2.86	4.80	1.78	7.90	8.84
porażka	2.56	5.70	2.54	6.06	5.08	9.24
poręczny	5.92	3.20	5.54	5.10	5.00	10.04
porno	4.60	5.98	4.38	3.46	7.66	10.98
poronienie	1.86	6.38	3.08	3.12	5.80	12.14
port	5.92	3.36	5.82	2.20	7.44	8.56
Portugalia	6.24	3.52	5.32	2.54	6.30	11.00
porwać	3.24	6.04	5.32	4.02	6.22	8.38
poryw	5.04	4.88	5.32	5.10	4.80	9.66
porywający	6.62	5.42	6.52	5.98	4.92	10.50
porywczy	4.02	5.64	5.56	6.34	5.32	10.86
posag	5.58	3.68	5.80	2.71	5.80	12.06
posąg	5.20	2.69	6.14	2.12	7.56	9.18
posiadacz	5.82	3.88	6.44	4.28	5.10	9.90
posiekać	4.60	4.20	5.82	3.52	7.20	9.50
posiłek	6.40	4.00	5.68	2.52	7.52	7.66
posłuszny	5.24	3.42	3.06	5.50	4.96	8.50
postęp	6.62	4.50	6.60	5.98	4.96	9.64
posuwisty	4.78	4.32	5.18	5.16	4.94	11.76
poszanowanie	6.64	3.42	6.30	6.38	4.02	11.26
poszukiwać	5.64	4.14	5.80	4.98	6.20	8.64
pościć	4.24	4.02	4.40	5.08	5.80	8.72
pościg	4.70	5.12	5.84	3.76	7.26	8.44
pośladek	5.72	4.56	4.76	2.00	8.06	9.08
pośliznąć się	3.82	4.92	3.56	3.76	6.82	7.26
poślubić	6.88	4.66	5.72	4.84	7.14	9.16
pośpiech	3.88	5.08	4.68	5.49	6.10	9.10
poświata	5.55	3.60	5.10	4.50	6.31	11.16
poświęcać	5.32	4.24	4.90	6.04	5.14	9.12
poświęcony	5.72	3.72	5.10	6.48	4.92	9.24
pot	3.82	4.60	3.92	2.30	7.56	7.82
potajemnie	4.80	4.38	4.66	6.58	4.92	9.82
potencjał	6.42	4.18	6.38	6.34	4.80	11.14
potępić	3.30	4.66	5.36	5.90	4.96	10.50
potężny	5.96	4.88	7.50	5.96	6.54	9.00
potężny haust	4.81	4.45	5.78	3.67	6.34	11.98
potoczyć	5.14	3.50	5.06	4.28	5.78	8.82
potok	5.90	2.88	5.10	2.28	7.61	9.14
potomek	6.52	3.72	5.64	2.74	6.38	10.16
potomstwo	6.62	3.68	5.62	3.36	6.54	10.32
potrzebujący	4.76	4.36	3.62	5.12	5.35	9.28
potulnie	5.62	2.96	3.48	6.08	5.06	9.42
potulny	5.60	3.02	3.58	6.16	5.80	9.96
potworny ból	1.57	7.12	2.93	4.65	7.25	9.60
potworny lęk	1.74	7.16	2.30	6.32	5.94	10.44
potwór	3.20	5.68	5.54	4.66	7.06	6.98
powab	6.29	3.63	5.46	5.88	5.14	11.61
powaga	5.28	3.48	6.16	6.54	5.46	8.98
poważny	4.90	3.38	6.20	6.08	5.58	8.44
poważny (stan)	3.08	5.10	4.28	5.71	5.48	10.44
powiać	4.96	4.00	4.98	4.42	6.04	8.10
powiązany	5.08	3.68	4.90	5.34	4.68	10.68
powiedzieć	5.82	3.57	5.50	3.96	6.50	6.08
powierzchowny	4.10	3.80	4.66	6.14	4.82	10.84
powiesić	3.84	5.00	4.86	3.82	6.94	8.30
powieszenie	3.02	5.28	4.14	4.00	6.84	9.34
powieść	6.08	3.50	5.92	3.88	6.34	9.00
powietrze	6.54	3.16	5.36	3.64	6.56	7.72
powiew	6.10	3.50	5.20	3.66	6.52	8.76
powiewać	5.34	3.58	4.74	4.18	6.46	9.02
powiększenie	5.60	3.50	6.08	4.54	6.60	9.52
powinien	4.78	3.78	4.48	6.38	3.48	8.30
powinność	4.94	4.12	4.88	6.36	3.94	10.42
powitać	6.32	4.20	5.94	4.56	6.72	8.16
powitanie	6.50	3.90	5.76	4.70	6.46	8.12
powłoka	5.12	3.08	5.16	3.00	6.12	10.66
powoli	4.64	2.60	4.60	5.12	5.94	7.06
powolny	3.76	2.98	3.76	5.00	5.96	7.68
powód	5.22	3.96	5.46	5.72	3.68	8.74
powódź	2.76	5.16	4.34	2.88	7.60	8.84
powściągliwy	4.40	3.78	4.64	6.36	4.80	11.30
pozdrawiać	6.68	3.96	6.04	5.18	6.12	8.68
pozdrowienie	6.72	3.58	5.88	5.40	6.02	8.30
pozew	3.48	4.78	5.40	3.62	5.58	11.26
poziom	5.14	3.20	5.64	4.16	5.40	8.68
pozmywać	4.48	3.72	4.58	3.52	7.18	7.46
pozostać	5.32	3.60	4.90	4.54	4.44	8.76
pozostawać	5.00	3.70	4.58	5.00	4.50	8.52
pozostawiać	4.88	3.46	5.00	4.94	4.76	9.12
pozować	5.22	3.64	4.66	4.58	6.72	9.30
pozycja	5.52	3.60	5.80	4.44	5.86	8.94
pozytywny	7.50	4.56	6.52	6.52	5.18	9.72
pożar	2.82	5.96	4.88	2.70	8.02	7.96
pożądać	6.00	6.04	5.32	5.64	6.36	11.36
pożądanie	6.96	6.34	5.70	6.22	6.24	12.06
pożegnanie	3.24	5.14	4.22	5.56	6.38	7.92
pożyczyć	4.56	3.98	4.72	4.56	5.66	7.20
pół	4.92	3.48	4.80	4.34	6.24	6.70
pół kwarty	5.14	2.80	5.08	2.04	7.76	7.22
półka	5.02	3.00	4.96	4.04	4.41	12.34
północ	5.76	3.37	5.30	4.68	7.12	8.02
praca	5.90	4.12	5.80	4.10	5.98	7.66
pracochłonny	4.42	4.90	5.52	5.60	5.18	10.88
pracować	5.72	4.20	6.14	4.20	6.78	7.46
pracować dorywczo	5.32	3.94	4.80	4.50	5.44	11.82
pracowitość	6.50	4.64	6.80	6.34	5.62	9.18
pracowity	6.96	4.40	6.84	5.88	5.84	8.86
pragnąć	6.06	5.66	5.66	6.26	5.32	9.20
pragnienie	5.14	5.18	4.78	5.80	5.80	9.38
praktyczny	6.44	3.62	5.86	5.76	4.50	9.14
prasa	5.30	3.50	5.78	2.84	7.44	9.26
prasować	4.86	3.46	5.18	3.16	7.58	8.14
prasowanie	4.84	3.20	4.90	3.36	7.64	7.32
prawda	7.16	3.56	6.94	6.62	4.08	7.80
prawdomówność	7.16	3.70	6.28	6.70	4.12	10.30
prawdziwy	6.92	3.58	6.56	5.96	4.82	7.78
prawnik	5.24	3.94	6.62	2.26	7.12	9.60
prawny	5.40	4.00	6.02	5.36	4.34	11.48
prawo	5.84	3.68	6.16	5.96	5.18	8.76
prawość	6.08	3.88	6.14	7.08	3.72	12.02
preferencja	5.64	3.94	5.76	6.68	3.96	12.38
premia	7.58	5.10	6.66	4.58	5.48	10.96
preria	5.50	2.87	5.04	3.08	6.71	12.12
prestiż	6.64	4.82	7.14	6.66	4.62	11.82
pretekst	4.60	4.04	5.28	5.82	3.74	11.08
pretensjonalny	3.60	4.82	5.00	6.62	4.10	12.66
prezent	7.36	5.06	5.94	2.68	7.80	6.08
prezentować	5.64	4.22	5.84	4.58	6.00	9.52
prezerwatywa	5.16	4.76	5.96	2.16	8.12	11.12
prędki	5.50	4.98	5.90	4.62	5.84	8.66
prędkość	5.58	4.72	6.34	4.76	5.76	8.14
pręt	4.48	3.80	4.86	1.94	7.58	8.72
priorytet	6.04	4.20	7.12	5.88	4.96	11.30
problem	3.20	4.92	3.78	5.48	4.40	8.06
procesja	4.76	3.50	5.06	3.56	7.04	9.06
proch strzelniczy	4.58	4.82	5.72	2.06	6.82	11.12
produktywny	6.70	4.12	6.36	5.36	4.60	11.32
profesor	5.86	4.14	7.00	3.16	7.22	10.76
programowanie	5.06	4.10	6.52	4.40	6.52	11.12
progresywny	6.04	4.29	6.52	6.26	3.94	12.54
promienieć	7.02	4.74	6.28	5.36	6.28	10.34
promieniować	5.74	4.70	6.08	5.20	6.30	11.10
promieniowanie	4.24	4.66	5.32	4.32	6.00	11.00
promienny	6.92	4.00	6.18	5.70	6.34	9.90
promień	5.94	3.82	5.68	4.00	7.48	8.84
promocja	6.70	4.56	5.64	4.68	6.40	8.16
prosiaczek	5.64	3.22	4.18	2.16	7.62	7.24
prosperować	6.18	3.92	6.49	5.78	4.02	13.04
prostacki	3.12	5.28	3.96	5.84	5.24	10.88
prostolinijność	5.54	3.56	4.76	6.40	4.55	11.42
prosty	5.80	3.10	4.92	4.50	6.42	6.94
prostytutka	3.32	5.64	3.52	2.70	7.80	11.40
proszek	5.04	3.46	4.60	2.06	7.52	8.48
protest	4.10	4.88	5.72	4.80	6.92	9.92
prowadzić	5.86	3.96	6.46	4.08	6.64	8.34
prowadzić żniwa	5.50	3.64	5.52	3.82	5.86	10.34
prowincjonalny	4.62	3.65	4.14	5.84	4.48	12.08
prowokacyjny	4.46	5.14	6.10	6.08	5.10	11.34
próba	5.30	3.76	4.98	4.90	5.08	8.82
próg	4.90	3.02	4.90	2.76	7.18	8.48
próżność	3.24	4.56	4.90	6.94	4.80	10.86
próżny	3.06	4.50	5.02	6.38	5.20	11.50
pruderyjny	3.82	4.33	4.69	6.82	4.28	12.80
prymitywność	3.28	4.06	3.26	6.24	4.80	11.08
pryskać	4.72	3.98	4.78	3.94	6.42	8.52
pryszcz	3.00	5.20	3.40	2.06	7.96	9.42
prysznic	6.48	3.36	5.40	2.00	8.14	7.74
prywatność	6.42	3.90	6.20	6.48	4.90	9.60
przebaczenie	6.70	4.20	6.00	6.46	4.92	9.98
przebaczyć	6.84	4.14	6.10	6.38	5.18	8.90
przebiegłość	4.34	4.58	6.36	6.50	5.08	10.64
przechowalnia	5.06	3.40	4.94	3.34	6.58	9.04
przeciekać	3.70	4.06	3.80	4.10	6.88	8.14
przecinać	4.78	4.04	5.68	3.68	6.98	8.38
przecinek	5.02	2.98	4.72	3.54	7.56	8.62
przeciw	4.10	4.38	5.72	6.04	4.52	7.82
przeciwny	4.22	4.54	5.70	6.16	5.32	8.68
przed	5.04	3.10	5.18	5.38	4.72	7.20
przedmiot	5.36	2.98	4.94	2.54	5.68	7.36
przedsiębiorczy	6.34	4.20	6.78	5.50	4.78	11.06
przedszkole	6.10	3.58	4.46	2.72	7.66	6.00
przegapić	3.44	4.46	3.94	4.98	5.10	9.04
przegniły	2.74	4.80	3.46	3.94	6.62	10.82
przegrany	2.98	5.18	2.52	5.84	5.22	8.94
przegryźć	4.74	4.30	5.34	4.08	6.48	8.56
przejedzony	4.08	3.90	4.24	4.30	6.52	8.42
przejście	5.52	3.56	5.46	3.50	6.32	7.94
przejściowy	4.84	3.54	4.40	6.12	4.40	10.76
przejść	5.32	3.54	5.40	4.14	6.22	7.60
przekąska	6.36	3.80	5.06	2.56	6.70	8.76
przekleństwo	3.45	5.40	5.04	5.12	5.26	8.56
przeklinać	3.80	5.64	4.78	4.74	6.50	8.46
przekonanie	5.80	3.94	6.08	7.04	3.92	10.26
przekonany	5.66	3.78	6.14	6.22	4.38	8.92
przekonywanie	5.22	4.14	6.26	5.88	5.06	9.98
przekopywać	4.94	4.04	5.08	3.88	6.74	8.98
przekorny	5.10	4.22	5.84	6.44	4.41	11.26
przekroczyć	4.58	3.80	5.70	4.62	6.28	8.90
przekształcanie	5.44	3.98	5.90	5.20	5.36	11.18
przelać	5.00	3.38	5.26	3.90	6.62	8.20
przelotne spojrzenie	5.96	4.02	5.06	5.04	6.20	10.30
przełącznik	5.14	3.34	5.56	2.26	6.98	9.36
przełom	6.00	4.68	6.44	5.66	4.60	11.10
przemijający	3.76	3.40	3.94	6.72	4.40	10.56
przemoc	2.08	6.68	5.42	4.88	6.80	8.60
